"","X.2","X.1","X","algorithm","replicate","instance","group","result"
"2736",2736,2736,2736,1,19,119,28,8651470.89736226
"2737",2737,2737,2737,1,24,149,34,10941618.3337975
"2738",2738,2738,2738,2,15,56,13,3613708.22217802
"2739",2739,2739,2739,1,7,7,2,1804.79177637604
"2740",2740,2740,2740,2,17,64,15,3453883.23118308
"2741",2741,2741,2741,2,13,42,10,1068450.96131476
"2742",2742,2742,2742,2,27,14,4,449.406800514176
"2743",2743,2743,2743,1,28,126,29,9191169.06093939
"2744",2744,2744,2744,1,1,132,31,9829319.42455571
"2745",2745,2745,2745,2,14,146,34,11611104.8129201
"2746",2746,2746,2746,2,28,74,17,4848544.44812221
"2747",2747,2747,2747,1,29,91,21,6310802.02466874
"2748",2748,2748,2748,2,30,32,8,419605.634688215
"2749",2749,2749,2749,2,7,82,19,5102452.29586732
"2750",2750,2750,2750,1,26,128,30,10027401.4991413
"2751",2751,2751,2751,2,5,71,17,4515923.79909853
"2752",2752,2752,2752,2,14,44,11,1422690.21315217
"2753",2753,2753,2753,2,7,123,29,8030317.60070727
"2754",2754,2754,2754,1,8,27,7,696282.03090259
"2755",2755,2755,2755,1,17,66,16,3747306.14282036
"2756",2756,2756,2756,2,18,43,10,739213.75034736
"2757",2757,2757,2757,2,19,42,10,1082364.26454563
"2758",2758,2758,2758,2,30,142,33,10903070.5632826
"2759",2759,2759,2759,2,25,118,27,8831059.56663248
"2760",2760,2760,2760,2,10,38,9,662941.494509346
"2761",2761,2761,2761,2,10,32,8,310054.60985274
"2762",2762,2762,2762,2,1,133,31,9153229.97877888
"2763",2763,2763,2763,1,1,18,5,284613.791217307
"2764",2764,2764,2764,2,2,26,6,313314.896376366
"2765",2765,2765,2765,1,13,20,5,363867.719580642
"2766",2766,2766,2766,1,28,104,24,6667966.31568269
"2767",2767,2767,2767,2,19,66,16,3942171.51311288
"2768",2768,2768,2768,2,3,103,24,7529679.88618511
"2769",2769,2769,2769,2,20,65,15,3758731.91392952
"2770",2770,2770,2770,2,13,59,14,3406100.88864509
"2771",2771,2771,2771,2,15,14,4,202.376334610663
"2772",2772,2772,2772,2,15,75,18,5190489.82721474
"2773",2773,2773,2773,2,20,72,17,3585702.34299294
"2774",2774,2774,2774,1,12,85,20,5912911.56042139
"2775",2775,2775,2775,1,26,149,34,10780475.2526531
"2776",2776,2776,2776,1,10,106,25,6664358.98662339
"2777",2777,2777,2777,1,3,63,15,3087769.18770393
"2778",2778,2778,2778,1,19,45,11,2602177.55421405
"2779",2779,2779,2779,1,19,131,30,9203830.16731171
"2780",2780,2780,2780,1,5,21,5,386594.959297746
"2781",2781,2781,2781,1,22,79,19,4439852.88857123
"2782",2782,2782,2782,1,3,15,4,202002.279061707
"2783",2783,2783,2783,2,3,70,16,3501274.78609274
"2784",2784,2784,2784,2,7,90,21,6338259.47633553
"2785",2785,2785,2785,1,25,11,3,49930.8501445255
"2786",2786,2786,2786,1,25,147,34,10486050.5055012
"2787",2787,2787,2787,2,9,9,3,6.30159923940625
"2788",2788,2788,2788,1,8,141,33,10372739.4789572
"2789",2789,2789,2789,1,12,68,16,3996018.94003957
"2790",2790,2790,2790,2,11,75,18,4675022.89188919
"2791",2791,2791,2791,1,21,101,24,7050305.99641358
"2792",2792,2792,2792,2,15,18,5,16721.0289787194
"2793",2793,2793,2793,2,20,54,13,2202641.55919541
"2794",2794,2794,2794,2,30,36,9,561010.695497282
"2795",2795,2795,2795,1,21,148,34,11176972.9039334
"2796",2796,2796,2796,1,29,56,13,2267470.71345668
"2797",2797,2797,2797,2,9,127,29,9271658.5105602
"2798",2798,2798,2798,2,24,143,33,10531210.8563821
"2799",2799,2799,2799,1,29,122,28,7607033.87764039
"2800",2800,2800,2800,2,10,72,17,5079696.11621643
"2801",2801,2801,2801,2,9,61,14,3201550.55430904
"2802",2802,2802,2802,2,30,83,19,4568000.18951115
"2803",2803,2803,2803,1,8,31,8,914657.525767496
"2804",2804,2804,2804,2,7,131,30,10188023.8736031
"2805",2805,2805,2805,2,2,74,17,3980480.09700845
"2806",2806,2806,2806,1,1,105,24,6907094.74125415
"2807",2807,2807,2807,2,9,47,11,1840978.41645134
"2808",2808,2808,2808,1,8,72,17,3750781.4392836
"2809",2809,2809,2809,2,5,44,11,1568927.7012909
"2810",2810,2810,2810,2,8,62,15,3525263.26192241
"2811",2811,2811,2811,1,25,18,5,312783.35130455
"2812",2812,2812,2812,2,13,92,21,6533765.0128098
"2813",2813,2813,2813,1,22,114,27,8514983.9427011
"2814",2814,2814,2814,1,25,89,21,6388187.40844486
"2815",2815,2815,2815,1,10,36,9,1325514.49792016
"2816",2816,2816,2816,1,10,117,27,8008400.85938069
"2817",2817,2817,2817,2,30,55,13,3277069.70033514
"2818",2818,2818,2818,2,3,44,11,1185735.72147406
"2819",2819,2819,2819,2,8,34,8,574113.640903284
"2820",2820,2820,2820,1,6,46,11,2338641.84352778
"2821",2821,2821,2821,1,16,24,6,511458.932875122
"2822",2822,2822,2822,1,14,63,15,3359542.23118957
"2823",2823,2823,2823,2,17,61,14,3388010.70016981
"2824",2824,2824,2824,2,8,124,29,9103555.79392154
"2825",2825,2825,2825,2,13,110,26,7997247.73513391
"2826",2826,2826,2826,2,11,114,27,8769614.46867924
"2827",2827,2827,2827,2,15,149,34,11325132.0379364
"2828",2828,2828,2828,2,15,64,15,2301187.37091094
"2829",2829,2829,2829,2,18,128,30,9904252.24579919
"2830",2830,2830,2830,1,21,142,33,10510447.945929
"2831",2831,2831,2831,2,26,9,3,342.447726575108
"2832",2832,2832,2832,1,26,30,7,1030356.35747001
"2833",2833,2833,2833,1,22,96,22,6556242.5454428
"2834",2834,2834,2834,2,5,104,24,7071713.46879244
"2835",2835,2835,2835,2,3,80,19,5086433.97164105
"2836",2836,2836,2836,1,30,96,22,6464739.51592649
"2837",2837,2837,2837,2,22,79,19,5219845.80832412
"2838",2838,2838,2838,1,1,144,33,11878668.0748582
"2839",2839,2839,2839,1,9,16,4,221054.223977452
"2840",2840,2840,2840,2,19,68,16,3456210.18896696
"2841",2841,2841,2841,1,9,68,16,4721223.31639608
"2842",2842,2842,2842,2,23,5,2,4.88301392955766e-11
"2843",2843,2843,2843,2,22,25,6,239803.757805466
"2844",2844,2844,2844,2,15,147,34,11778835.7637951
"2845",2845,2845,2845,2,30,33,8,364505.524053492
"2846",2846,2846,2846,2,14,81,19,4182277.84320269
"2847",2847,2847,2847,1,3,126,29,9442153.92174937
"2848",2848,2848,2848,2,24,123,29,8784929.63564343
"2849",2849,2849,2849,2,18,34,8,362861.084515389
"2850",2850,2850,2850,2,19,118,27,8637527.94631475
"2851",2851,2851,2851,2,5,36,9,672349.756494638
"2852",2852,2852,2852,2,13,150,35,11630222.4156781
"2853",2853,2853,2853,2,13,77,18,5422853.5645962
"2854",2854,2854,2854,2,22,91,21,5815494.57894168
"2855",2855,2855,2855,2,12,145,34,11194359.9652575
"2856",2856,2856,2856,2,18,42,10,634099.808526931
"2857",2857,2857,2857,1,23,7,2,2480.65009298336
"2858",2858,2858,2858,2,7,120,28,9305041.28120623
"2859",2859,2859,2859,2,29,22,6,126077.487988506
"2860",2860,2860,2860,1,19,48,11,2024066.27097545
"2861",2861,2861,2861,1,30,25,6,727136.015521179
"2862",2862,2862,2862,1,3,90,21,4958831.43937248
"2863",2863,2863,2863,1,9,81,19,5303526.14760739
"2864",2864,2864,2864,2,16,57,14,2534439.95467425
"2865",2865,2865,2865,1,19,33,8,1164519.79143693
"2866",2866,2866,2866,2,1,24,6,61557.7933628391
"2867",2867,2867,2867,1,5,87,20,5700324.08943573
"2868",2868,2868,2868,2,4,78,18,5477609.42058139
"2869",2869,2869,2869,1,4,53,13,2154098.9067893
"2870",2870,2870,2870,2,4,95,22,6380580.31038551
"2871",2871,2871,2871,1,12,13,3,99586.8045620013
"2872",2872,2872,2872,1,15,8,2,6494.91987574967
"2873",2873,2873,2873,2,23,19,5,45292.1165242747
"2874",2874,2874,2874,2,19,101,24,7016605.76306849
"2875",2875,2875,2875,1,24,94,22,5563889.98598676
"2876",2876,2876,2876,1,7,66,16,4113382.10671422
"2877",2877,2877,2877,1,16,87,20,5920999.85651569
"2878",2878,2878,2878,1,25,78,18,3944864.54016938
"2879",2879,2879,2879,1,27,93,22,6501904.63948343
"2880",2880,2880,2880,1,13,128,30,9064533.24630147
"2881",2881,2881,2881,1,19,123,29,9155857.54457566
"2882",2882,2882,2882,2,27,5,2,9.68295513828088e-09
"2883",2883,2883,2883,2,26,150,35,11903172.5627633
"2884",2884,2884,2884,1,14,106,25,7012838.58538856
"2885",2885,2885,2885,2,26,132,31,9481425.16741671
"2886",2886,2886,2886,2,24,101,24,6982693.35464984
"2887",2887,2887,2887,1,11,101,24,6861710.20373491
"2888",2888,2888,2888,2,26,10,3,8.23572339006565
"2889",2889,2889,2889,2,29,52,12,2959394.83222755
"2890",2890,2890,2890,2,12,45,11,1014064.00020734
"2891",2891,2891,2891,2,24,85,20,4961917.45346648
"2892",2892,2892,2892,1,27,142,33,11126166.6246965
"2893",2893,2893,2893,1,28,35,8,1310792.26028761
"2894",2894,2894,2894,2,23,49,12,2012968.08496337
"2895",2895,2895,2895,1,1,116,27,8261717.03652366
"2896",2896,2896,2896,1,30,139,32,9252522.71452446
"2897",2897,2897,2897,1,2,140,32,10401727.3106179
"2898",2898,2898,2898,1,5,54,13,3161605.71620977
"2899",2899,2899,2899,2,2,135,31,10390108.2547722
"2900",2900,2900,2900,1,18,8,2,9115.48040651612
"2901",2901,2901,2901,2,21,145,34,11103857.0996997
"2902",2902,2902,2902,2,8,26,6,239636.512403831
"2903",2903,2903,2903,1,11,102,24,6472779.54678667
"2904",2904,2904,2904,2,11,115,27,8306866.22442988
"2905",2905,2905,2905,2,7,43,10,802544.258998172
"2906",2906,2906,2906,2,6,97,23,6987136.51124974
"2907",2907,2907,2907,1,17,6,2,462.547735399476
"2908",2908,2908,2908,1,2,11,3,78157.8208813806
"2909",2909,2909,2909,1,11,23,6,329758.935733271
"2910",2910,2910,2910,1,18,126,29,9214157.85666521
"2911",2911,2911,2911,2,27,88,21,6156196.91529083
"2912",2912,2912,2912,1,17,106,25,7735149.3246144
"2913",2913,2913,2913,2,6,19,5,4337.40588642902
"2914",2914,2914,2914,1,29,72,17,4014256.09438389
"2915",2915,2915,2915,1,22,16,4,155484.633443599
"2916",2916,2916,2916,1,18,130,30,8884800.01478752
"2917",2917,2917,2917,2,23,142,33,9884158.8240046
"2918",2918,2918,2918,1,24,96,22,6189702.22789428
"2919",2919,2919,2919,2,21,38,9,741894.083708723
"2920",2920,2920,2920,1,27,130,30,9481986.57631904
"2921",2921,2921,2921,1,15,54,13,3139793.78763145
"2922",2922,2922,2922,2,20,81,19,5481908.73461792
"2923",2923,2923,2923,2,25,100,23,6305617.50984263
"2924",2924,2924,2924,2,24,34,8,636051.487119452
"2925",2925,2925,2925,1,27,29,7,594058.036809997
"2926",2926,2926,2926,1,27,141,33,11262701.7463858
"2927",2927,2927,2927,2,15,113,26,8481120.0673805
"2928",2928,2928,2928,2,13,121,28,9214706.13600086
"2929",2929,2929,2929,1,9,75,18,4267655.48657775
"2930",2930,2930,2930,1,22,72,17,4705950.2530942
"2931",2931,2931,2931,2,4,54,13,1416701.61468312
"2932",2932,2932,2932,1,18,147,34,9229050.01180178
"2933",2933,2933,2933,2,5,90,21,6173164.42177719
"2934",2934,2934,2934,1,2,102,24,6836486.66631665
"2935",2935,2935,2935,1,17,31,8,928543.844653978
"2936",2936,2936,2936,1,11,145,34,10654210.3838779
"2937",2937,2937,2937,1,20,65,15,3508499.26640555
"2938",2938,2938,2938,2,8,36,9,363871.634107668
"2939",2939,2939,2939,1,24,103,24,7113908.48992767
"2940",2940,2940,2940,2,22,87,20,6214780.71923284
"2941",2941,2941,2941,1,4,50,12,3174681.89695726
"2942",2942,2942,2942,1,10,118,27,9881387.6664907
"2943",2943,2943,2943,2,7,73,17,4730160.2478068
"2944",2944,2944,2944,2,27,40,10,701005.874141448
"2945",2945,2945,2945,1,17,63,15,3635544.64200808
"2946",2946,2946,2946,2,4,106,25,6892906.57491776
"2947",2947,2947,2947,1,18,85,20,4831458.35855175
"2948",2948,2948,2948,2,8,80,19,5753966.7835837
"2949",2949,2949,2949,2,1,102,24,6563000.71410412
"2950",2950,2950,2950,1,1,97,23,6664337.25213797
"2951",2951,2951,2951,2,21,91,21,6056328.69480558
"2952",2952,2952,2952,2,17,130,30,9945091.04220022
"2953",2953,2953,2953,1,8,39,9,1687333.42268134
"2954",2954,2954,2954,2,14,75,18,4747696.80512832
"2955",2955,2955,2955,1,12,43,10,1959334.83282965
"2956",2956,2956,2956,1,23,125,29,9133241.30980046
"2957",2957,2957,2957,1,28,47,11,2436219.85731097
"2958",2958,2958,2958,2,15,145,34,10872073.0184985
"2959",2959,2959,2959,1,30,148,34,11630187.4140034
"2960",2960,2960,2960,1,30,146,34,11752604.4185873
"2961",2961,2961,2961,1,20,81,19,5655146.54384174
"2962",2962,2962,2962,2,9,68,16,4540976.77429831
"2963",2963,2963,2963,1,26,39,9,1549845.63600276
"2964",2964,2964,2964,2,8,28,7,349074.36689417
"2965",2965,2965,2965,1,16,138,32,10742899.5345736
"2966",2966,2966,2966,2,22,136,32,10383041.7113809
"2967",2967,2967,2967,2,10,24,6,260048.01489916
"2968",2968,2968,2968,2,16,113,26,8044752.40501845
"2969",2969,2969,2969,2,4,132,31,7762615.25936665
"2970",2970,2970,2970,2,16,85,20,5589848.83438659
"2971",2971,2971,2971,1,5,72,17,4643799.91733859
"2972",2972,2972,2972,2,24,118,27,8755431.96281872
"2973",2973,2973,2973,2,26,19,5,13446.8727779754
"2974",2974,2974,2974,2,3,100,23,7670927.36068319
"2975",2975,2975,2975,2,18,131,30,9299983.24405092
"2976",2976,2976,2976,2,17,57,14,3362177.53267271
"2977",2977,2977,2977,2,27,6,2,3.98708502559823
"2978",2978,2978,2978,1,16,128,30,9655852.81888714
"2979",2979,2979,2979,1,8,143,33,11438379.1893185
"2980",2980,2980,2980,1,29,46,11,2575353.38690734
