"","X.2","X.1","X","algorithm","replicate","instance","group","result"
"1285",1285,1285,1285,2,6,12,3,79.951724443576
"1286",1286,1286,1286,2,30,63,15,2308584.24850794
"1287",1287,1287,1287,2,24,125,29,9564405.64766914
"1288",1288,1288,1288,1,11,63,15,3591109.03841941
"1289",1289,1289,1289,1,13,87,20,5368690.95652541
"1290",1290,1290,1290,1,4,134,31,9534995.9562707
"1291",1291,1291,1291,1,3,52,12,2624108.92275413
"1292",1292,1292,1292,1,2,80,19,5124953.98714195
"1293",1293,1293,1293,1,18,131,30,9808525.63629231
"1294",1294,1294,1294,1,30,78,18,4534284.58435712
"1295",1295,1295,1295,1,3,54,13,3575581.58060514
"1296",1296,1296,1296,1,15,131,30,10448250.992771
"1297",1297,1297,1297,1,15,147,34,11059682.5727306
"1298",1298,1298,1298,1,13,65,15,3252945.12283124
"1299",1299,1299,1299,2,19,65,15,4446290.18894299
"1300",1300,1300,1300,2,12,130,30,9993410.69813439
"1301",1301,1301,1301,2,19,7,2,0.0103054452289311
"1302",1302,1302,1302,1,2,50,12,2955907.96330663
"1303",1303,1303,1303,2,4,72,17,4687917.88223506
"1304",1304,1304,1304,2,20,30,7,272242.362795297
"1305",1305,1305,1305,1,6,65,15,4529458.46887524
"1306",1306,1306,1306,1,1,111,26,7665304.15379086
"1307",1307,1307,1307,1,9,90,21,5265483.76940438
"1308",1308,1308,1308,2,23,133,31,10062210.1095097
"1309",1309,1309,1309,1,17,62,15,4251047.89905758
"1310",1310,1310,1310,2,25,132,31,10104442.3953516
"1311",1311,1311,1311,1,6,39,9,1746999.17444269
"1312",1312,1312,1312,1,1,136,32,11021921.2105402
"1313",1313,1313,1313,2,12,35,8,567564.388544756
"1314",1314,1314,1314,1,23,32,8,906674.834352053
"1315",1315,1315,1315,2,26,149,34,10583934.9698946
"1316",1316,1316,1316,1,4,97,23,6168101.8439598
"1317",1317,1317,1317,2,1,3,1,4.48028896840933e-24
"1318",1318,1318,1318,1,30,107,25,7163589.72128716
"1319",1319,1319,1319,2,2,50,12,2311841.83279351
"1320",1320,1320,1320,1,25,117,27,9398839.30593312
"1321",1321,1321,1321,2,9,17,4,2280.09922538351
"1322",1322,1322,1322,1,22,103,24,6678859.97173166
"1323",1323,1323,1323,2,13,40,10,1658523.63250383
"1324",1324,1324,1324,1,3,142,33,10837359.1516346
"1325",1325,1325,1325,1,20,58,14,2852648.60736655
"1326",1326,1326,1326,2,26,140,32,10316639.141076
"1327",1327,1327,1327,1,2,31,8,852489.176433579
"1328",1328,1328,1328,1,1,59,14,3802137.36991555
"1329",1329,1329,1329,1,6,99,23,6485936.77444722
"1330",1330,1330,1330,2,17,140,32,10758987.0145326
"1331",1331,1331,1331,1,14,37,9,1604092.99853699
"1332",1332,1332,1332,2,5,105,24,6573671.70020743
"1333",1333,1333,1333,2,27,100,23,6685307.96538802
"1334",1334,1334,1334,2,2,72,17,4406250.03763365
"1335",1335,1335,1335,1,10,122,28,8705328.67332316
"1336",1336,1336,1336,2,19,112,26,7019776.92460735
"1337",1337,1337,1337,1,25,118,27,9530430.10329196
"1338",1338,1338,1338,2,8,48,11,2827859.37865236
"1339",1339,1339,1339,1,21,58,14,2995501.48776399
"1340",1340,1340,1340,1,30,50,12,2874638.41450109
"1341",1341,1341,1341,2,11,67,16,3952756.5757934
"1342",1342,1342,1342,2,30,26,6,226013.014690231
"1343",1343,1343,1343,1,26,62,15,3541542.37721925
"1344",1344,1344,1344,2,23,75,18,5046230.49575799
"1345",1345,1345,1345,1,8,78,18,5054108.21550888
"1346",1346,1346,1346,1,16,147,34,11397443.3912699
"1347",1347,1347,1347,1,20,110,26,6101537.148455
"1348",1348,1348,1348,1,8,110,26,7102894.71379352
"1349",1349,1349,1349,1,27,128,30,9319829.37483964
"1350",1350,1350,1350,1,13,148,34,10840121.7521195
"1351",1351,1351,1351,1,23,86,20,5936521.6534313
"1352",1352,1352,1352,1,17,33,8,1123629.98824047
"1353",1353,1353,1353,2,7,35,8,445294.057566919
"1354",1354,1354,1354,2,10,57,14,3513809.68445172
"1355",1355,1355,1355,2,16,146,34,11474588.3938026
"1356",1356,1356,1356,1,11,4,1,4.84612949840347
"1357",1357,1357,1357,2,27,33,8,608626.551337343
"1358",1358,1358,1358,1,14,45,11,2430725.17305537
"1359",1359,1359,1359,2,29,126,29,9303152.36665582
"1360",1360,1360,1360,1,14,24,6,581045.809638639
"1361",1361,1361,1361,1,22,97,23,7162232.77323211
"1362",1362,1362,1362,2,7,100,23,7163177.44489494
"1363",1363,1363,1363,2,20,147,34,11980557.3962316
"1364",1364,1364,1364,2,19,98,23,7609658.24600034
"1365",1365,1365,1365,2,14,101,24,7546871.85828924
"1366",1366,1366,1366,2,4,138,32,10983737.2010472
"1367",1367,1367,1367,2,20,49,12,2988056.15110922
"1368",1368,1368,1368,1,21,94,22,5903986.10312683
"1369",1369,1369,1369,2,7,86,20,5391746.47820606
"1370",1370,1370,1370,1,20,61,14,3440240.9716717
"1371",1371,1371,1371,2,20,101,24,6878579.82637046
"1372",1372,1372,1372,2,28,4,1,7.37536747650869e-20
"1373",1373,1373,1373,2,18,4,1,3.70142861043006
"1374",1374,1374,1374,2,27,77,18,4494158.04297493
"1375",1375,1375,1375,2,11,25,6,96231.8145299106
"1376",1376,1376,1376,2,6,112,26,8035544.71360885
"1377",1377,1377,1377,1,28,87,20,5815302.98607383
"1378",1378,1378,1378,1,20,12,3,100833.71756494
"1379",1379,1379,1379,2,11,147,34,11431865.8505588
"1380",1380,1380,1380,1,28,121,28,7900761.45573438
"1381",1381,1381,1381,1,5,150,35,12596834.8260146
"1382",1382,1382,1382,1,15,117,27,8108398.44050254
"1383",1383,1383,1383,2,24,107,25,7692411.79886383
"1384",1384,1384,1384,2,13,68,16,4224047.32839944
"1385",1385,1385,1385,1,16,6,2,746.210685778946
"1386",1386,1386,1386,2,13,73,17,4643279.77220229
"1387",1387,1387,1387,1,17,44,11,2483057.11297883
"1388",1388,1388,1388,2,16,56,13,2424695.13832614
"1389",1389,1389,1389,2,12,117,27,8508852.31610851
"1390",1390,1390,1390,2,29,138,32,10024061.5648526
"1391",1391,1391,1391,1,28,24,6,601446.381526624
"1392",1392,1392,1392,1,2,145,34,11261101.5108457
"1393",1393,1393,1393,2,16,92,21,6586846.1446262
"1394",1394,1394,1394,2,14,48,11,2328002.85719297
"1395",1395,1395,1395,2,19,20,5,38167.2593859778
"1396",1396,1396,1396,1,16,80,19,4074429.48188826
"1397",1397,1397,1397,1,6,23,6,520739.574837349
"1398",1398,1398,1398,1,9,87,20,5824304.83290777
"1399",1399,1399,1399,1,21,30,7,1029323.95476785
"1400",1400,1400,1400,1,2,30,7,894822.305520619
"1401",1401,1401,1401,2,29,64,15,3861550.02946454
"1402",1402,1402,1402,2,19,110,26,6918971.57596845
"1403",1403,1403,1403,1,22,34,8,1158522.23627408
"1404",1404,1404,1404,2,1,108,25,6798370.62042619
"1405",1405,1405,1405,2,29,115,27,8740754.72627165
"1406",1406,1406,1406,1,25,140,32,10207375.6862179
"1407",1407,1407,1407,1,12,134,31,8930628.08784293
"1408",1408,1408,1408,2,7,144,33,10474075.6001339
"1409",1409,1409,1409,1,15,108,25,7918188.80581212
"1410",1410,1410,1410,1,19,63,15,4670004.70017489
"1411",1411,1411,1411,1,2,37,9,1395621.05520459
"1412",1412,1412,1412,2,24,24,6,134370.682409562
"1413",1413,1413,1413,1,17,65,15,3804907.32547549
"1414",1414,1414,1414,2,25,144,33,11455910.4186921
"1415",1415,1415,1415,2,6,68,16,3568298.31050762
"1416",1416,1416,1416,2,14,93,22,6189620.55571862
"1417",1417,1417,1417,1,3,119,28,8181100.29710778
"1418",1418,1418,1418,1,28,52,12,2185873.78362706
"1419",1419,1419,1419,2,11,29,7,155498.706809026
"1420",1420,1420,1420,2,17,21,5,98772.6745214799
"1421",1421,1421,1421,1,18,98,23,6830639.01396136
"1422",1422,1422,1422,2,30,14,4,700.935859710144
"1423",1423,1423,1423,2,24,132,31,9797908.46829848
"1424",1424,1424,1424,2,2,140,32,10013553.9645732
"1425",1425,1425,1425,1,4,91,21,5843624.13115736
"1426",1426,1426,1426,1,16,107,25,8023693.85880179
"1427",1427,1427,1427,1,12,77,18,5516845.74813126
"1428",1428,1428,1428,1,29,77,18,5149748.20180649
"1429",1429,1429,1429,2,21,79,19,4452091.70955333
"1430",1430,1430,1430,2,18,52,12,1662045.20573946
"1431",1431,1431,1431,2,10,20,5,6568.35811646683
"1432",1432,1432,1432,2,20,21,5,5623.2071549115
"1433",1433,1433,1433,1,6,72,17,4289659.82545596
"1434",1434,1434,1434,1,29,39,9,1502401.51909701
"1435",1435,1435,1435,2,26,23,6,69195.840781469
"1436",1436,1436,1436,2,19,122,28,8179132.56520589
"1437",1437,1437,1437,1,7,137,32,8669434.93771106
"1438",1438,1438,1438,1,17,119,28,8557963.49130353
"1439",1439,1439,1439,2,21,120,28,8981554.58634991
"1440",1440,1440,1440,2,15,69,16,4103343.43739887
"1441",1441,1441,1441,1,13,23,6,568991.606741857
"1442",1442,1442,1442,1,10,97,23,6561168.44907156
"1443",1443,1443,1443,1,24,91,21,6763761.16981963
"1444",1444,1444,1444,2,5,99,23,6982831.94800697
"1445",1445,1445,1445,2,13,39,9,804795.752310888
"1446",1446,1446,1446,2,24,117,27,9079315.23824889
"1447",1447,1447,1447,1,13,18,5,300481.664376561
"1448",1448,1448,1448,1,24,37,9,1459564.74477888
"1449",1449,1449,1449,1,29,149,34,10729771.6619671
"1450",1450,1450,1450,1,17,60,14,3207246.75525352
"1451",1451,1451,1451,2,13,25,6,123828.414597416
"1452",1452,1452,1452,2,24,70,16,4030105.96011232
"1453",1453,1453,1453,1,16,109,25,6478212.14321445
"1454",1454,1454,1454,2,5,3,1,1.6156581313741e-25
"1455",1455,1455,1455,1,14,17,4,257184.016101687
"1456",1456,1456,1456,2,23,125,29,9194710.84132143
"1457",1457,1457,1457,2,11,17,4,15096.1397700116
"1458",1458,1458,1458,1,29,53,13,2759376.79292278
"1459",1459,1459,1459,2,9,135,31,9707146.84895313
"1460",1460,1460,1460,1,16,36,9,1513109.02008185
"1461",1461,1461,1461,2,29,123,29,9333314.2495112
"1462",1462,1462,1462,2,30,122,28,7672640.6192251
"1463",1463,1463,1463,1,6,81,19,4964265.99937365
"1464",1464,1464,1464,1,15,26,6,583137.988476816
"1465",1465,1465,1465,2,23,48,11,885175.403165306
"1466",1466,1466,1466,2,2,130,30,9672268.0516105
"1467",1467,1467,1467,1,14,8,2,8538.51717922801
"1468",1468,1468,1468,1,8,40,10,1946605.24151449
"1469",1469,1469,1469,1,24,102,24,5238428.60708201
"1470",1470,1470,1470,1,23,46,11,2131641.96811437
"1471",1471,1471,1471,2,18,114,27,8495399.17006742
"1472",1472,1472,1472,2,29,55,13,2329282.22317088
"1473",1473,1473,1473,1,22,15,4,204016.599945422
"1474",1474,1474,1474,1,27,75,18,5694592.65998352
"1475",1475,1475,1475,1,6,26,6,654297.258903815
"1476",1476,1476,1476,1,30,79,19,4832017.63178496
"1477",1477,1477,1477,2,25,129,30,9990119.84612048
"1478",1478,1478,1478,2,11,105,24,7944844.70610871
"1479",1479,1479,1479,2,25,60,14,3228474.36327922
"1480",1480,1480,1480,1,18,3,1,2.0331302029517
"1481",1481,1481,1481,1,4,95,22,6998956.48155367
"1482",1482,1482,1482,2,16,13,3,197.050814359248
"1483",1483,1483,1483,1,13,135,31,10375178.2184405
"1484",1484,1484,1484,2,27,76,18,5155702.22690934
"1485",1485,1485,1485,2,13,84,20,5671399.59715805
"1486",1486,1486,1486,2,18,48,11,1678069.92770835
"1487",1487,1487,1487,2,12,89,21,6672080.74058635
"1488",1488,1488,1488,1,19,53,13,2640414.9613522
"1489",1489,1489,1489,2,25,53,13,3018555.02026099
"1490",1490,1490,1490,1,19,78,18,5008149.38549841
"1491",1491,1491,1491,2,8,77,18,5180505.81834186
"1492",1492,1492,1492,1,23,97,23,7339202.56922766
"1493",1493,1493,1493,1,20,121,28,9775767.53802467
"1494",1494,1494,1494,1,28,81,19,5544201.44373493
"1495",1495,1495,1495,2,5,82,19,5791944.11784978
"1496",1496,1496,1496,1,10,148,34,11873498.655837
"1497",1497,1497,1497,1,29,50,12,2851305.39676098
"1498",1498,1498,1498,2,11,132,31,10876492.0516138
"1499",1499,1499,1499,2,25,124,29,8888774.42790939
"1500",1500,1500,1500,2,3,113,26,8490525.06363874
"1501",1501,1501,1501,1,5,84,20,4953247.617464
"1502",1502,1502,1502,2,14,65,15,3778883.44788678
"1503",1503,1503,1503,1,30,59,14,1898230.50915298
"1504",1504,1504,1504,1,8,119,28,9295327.3541088
"1505",1505,1505,1505,2,1,128,30,8951568.68887993
"1506",1506,1506,1506,1,20,43,10,2291615.56686193
"1507",1507,1507,1507,2,5,108,25,8419948.36897177
"1508",1508,1508,1508,2,18,130,30,10577108.7707452
"1509",1509,1509,1509,1,20,97,23,5841698.22379654
"1510",1510,1510,1510,1,24,48,11,2791975.54432205
"1511",1511,1511,1511,2,17,79,19,4470883.61274998
"1512",1512,1512,1512,2,14,8,2,2.25089157583818
"1513",1513,1513,1513,2,19,123,29,9146594.17167573
"1514",1514,1514,1514,1,1,71,17,4381728.27780605
"1515",1515,1515,1515,1,13,61,14,3839380.74364805
"1516",1516,1516,1516,2,15,143,33,10579584.1439366
"1517",1517,1517,1517,1,16,110,26,8443210.24649394
"1518",1518,1518,1518,1,23,8,2,7214.11036296505
"1519",1519,1519,1519,1,28,101,24,6395627.14275036
"1520",1520,1520,1520,1,3,51,12,2462417.44193697
"1521",1521,1521,1521,2,16,74,17,4496937.44539041
"1522",1522,1522,1522,2,18,55,13,3509506.44512755
"1523",1523,1523,1523,1,26,83,19,4158090.31253406
"1524",1524,1524,1524,1,17,142,33,10402234.288187
"1525",1525,1525,1525,2,27,91,21,5424493.8454184
"1526",1526,1526,1526,1,4,61,14,3810914.24567652
"1527",1527,1527,1527,2,25,35,8,330470.182840763
"1528",1528,1528,1528,1,19,26,6,292936.972845619
"1529",1529,1529,1529,2,27,41,10,418466.047042825
"1530",1530,1530,1530,2,12,23,6,203163.217453579
"1531",1531,1531,1531,1,24,41,10,1749858.32613216
"1532",1532,1532,1532,1,21,8,2,7069.32563944262
"1533",1533,1533,1533,1,3,101,24,7739359.419409
"1534",1534,1534,1534,2,25,10,3,59.4488862542168
"1535",1535,1535,1535,1,30,55,13,3404633.37107749
"1536",1536,1536,1536,2,30,71,17,3800220.49489817
"1537",1537,1537,1537,2,22,97,23,6075605.44358221
"1538",1538,1538,1538,2,5,61,14,3257103.88525598
"1539",1539,1539,1539,1,9,147,34,11524088.394665
"1540",1540,1540,1540,2,20,97,23,5797868.61820065
"1541",1541,1541,1541,1,7,142,33,9935369.29018622
"1542",1542,1542,1542,2,28,77,18,5139104.32011086
"1543",1543,1543,1543,2,27,53,13,1806380.02432764
"1544",1544,1544,1544,1,26,2,1,0.0253929903239785
"1545",1545,1545,1545,1,17,149,34,11734314.8448787
"1546",1546,1546,1546,2,15,137,32,10996799.3018012
"1547",1547,1547,1547,1,22,111,26,8344531.84153129
"1548",1548,1548,1548,2,7,25,6,83254.3033513062
"1549",1549,1549,1549,1,16,25,6,635555.603154484
"1550",1550,1550,1550,2,22,123,29,9015176.27012618
"1551",1551,1551,1551,1,7,58,14,3540338.92453218
"1552",1552,1552,1552,2,1,84,20,5536166.47697684
"1553",1553,1553,1553,2,8,114,27,8974769.27267114
"1554",1554,1554,1554,2,8,133,31,9842708.24057052
"1555",1555,1555,1555,1,14,128,30,9449502.04340326
"1556",1556,1556,1556,1,10,80,19,5601201.76728127
"1557",1557,1557,1557,1,26,16,4,205602.027108771
"1558",1558,1558,1558,1,18,89,21,4957218.75222856
"1559",1559,1559,1559,2,20,135,31,10476088.2359364
"1560",1560,1560,1560,2,14,116,27,7869373.96566601
"1561",1561,1561,1561,1,15,139,32,10033108.1687713
"1562",1562,1562,1562,1,29,14,4,147693.405305127
"1563",1563,1563,1563,2,8,79,19,4524657.33776889
"1564",1564,1564,1564,2,6,75,18,4720651.20166418
"1565",1565,1565,1565,2,16,129,30,9612012.09182236
"1566",1566,1566,1566,2,12,78,18,5213139.02487376
"1567",1567,1567,1567,2,27,132,31,8937386.67921329
"1568",1568,1568,1568,2,29,90,21,6186738.66689897
"1569",1569,1569,1569,2,8,73,17,4028409.10544298
"1570",1570,1570,1570,1,9,24,6,589314.780800684
"1571",1571,1571,1571,2,5,13,3,121.345187493234
"1572",1572,1572,1572,1,6,136,32,9878602.8819993
"1573",1573,1573,1573,1,11,34,8,1232519.71824563
"1574",1574,1574,1574,2,11,81,19,4875319.66357486
"1575",1575,1575,1575,2,17,124,29,9636827.1140612
"1576",1576,1576,1576,2,7,59,14,3464848.44644462
"1577",1577,1577,1577,2,13,48,11,1502135.07117964
"1578",1578,1578,1578,2,12,29,7,149393.250214981
"1579",1579,1579,1579,2,2,25,6,469221.977019668
"1580",1580,1580,1580,2,11,122,28,7643953.3068511
"1581",1581,1581,1581,2,17,19,5,19335.1997198343
"1582",1582,1582,1582,1,15,24,6,367324.371083341
"1583",1583,1583,1583,1,1,3,1,2.71245536416031
"1584",1584,1584,1584,2,20,138,32,8546749.61590842
"1585",1585,1585,1585,2,19,19,5,41795.4193765158
"1586",1586,1586,1586,1,25,70,16,3148220.54603924
"1587",1587,1587,1587,2,27,36,9,433255.608847997
"1588",1588,1588,1588,2,28,139,32,10574591.0790351
"1589",1589,1589,1589,1,9,36,9,1407334.54401724
"1590",1590,1590,1590,2,7,112,26,7835487.77704595
"1591",1591,1591,1591,2,1,93,22,6554266.34569737
"1592",1592,1592,1592,2,7,80,19,4200765.33199794
"1593",1593,1593,1593,2,25,111,26,6738157.68346563
"1594",1594,1594,1594,1,11,137,32,10337665.6762838
"1595",1595,1595,1595,1,3,83,19,5030522.62616212
"1596",1596,1596,1596,1,27,33,8,1099545.43788046
"1597",1597,1597,1597,1,23,50,12,2336167.16226669
"1598",1598,1598,1598,2,4,61,14,3871958.16008141
"1599",1599,1599,1599,1,10,24,6,491740.562129111
"1600",1600,1600,1600,1,15,138,32,9693642.97488743
"1601",1601,1601,1601,1,10,115,27,9053165.09559184
"1602",1602,1602,1602,1,15,72,17,4636546.18455727
"1603",1603,1603,1603,1,1,64,15,3748038.05203744
"1604",1604,1604,1604,2,23,43,10,1002060.85828368
"1605",1605,1605,1605,2,21,93,22,6355718.16147733
"1606",1606,1606,1606,2,26,45,11,1509401.79377805
"1607",1607,1607,1607,2,12,18,5,4057.33683595524
"1608",1608,1608,1608,2,9,138,32,10545851.1840003
"1609",1609,1609,1609,2,29,95,22,6751573.13812136
"1610",1610,1610,1610,1,4,79,19,3965055.34635968
"1611",1611,1611,1611,1,25,61,14,3255763.016365
"1612",1612,1612,1612,2,7,71,17,3530785.84828238
"1613",1613,1613,1613,2,13,75,18,3779599.66765542
"1614",1614,1614,1614,2,26,109,25,8323025.66444363
"1615",1615,1615,1615,1,4,84,20,4740013.96648964
"1616",1616,1616,1616,2,4,111,26,7973671.32667755
"1617",1617,1617,1617,1,12,23,6,422805.259379818
"1618",1618,1618,1618,2,11,79,19,4529029.18645242
"1619",1619,1619,1619,1,22,121,28,8673593.17454141
"1620",1620,1620,1620,2,4,25,6,381218.977531822
"1621",1621,1621,1621,2,17,8,2,4.12731089709558
"1622",1622,1622,1622,1,5,25,6,537500.785093772
"1623",1623,1623,1623,1,14,104,24,7488453.06208262
"1624",1624,1624,1624,1,5,20,5,413347.632528407
"1625",1625,1625,1625,1,20,128,30,8542844.1136007
"1626",1626,1626,1626,1,23,131,30,9713920.7044309
"1627",1627,1627,1627,1,8,144,33,11033853.4429529
"1628",1628,1628,1628,1,25,37,9,1158699.11689094
"1629",1629,1629,1629,1,14,125,29,9739158.59867051
"1630",1630,1630,1630,1,15,4,1,3.35642602487917
"1631",1631,1631,1631,2,13,43,10,1109216.59415188
"1632",1632,1632,1632,2,1,20,5,51382.6692010129
"1633",1633,1633,1633,2,28,79,19,5678177.54577948
"1634",1634,1634,1634,2,22,138,32,10937986.6004575
"1635",1635,1635,1635,1,20,22,6,497764.795259989
"1636",1636,1636,1636,1,19,38,9,1504294.38607265
"1637",1637,1637,1637,1,9,74,17,5690854.2637646
"1638",1638,1638,1638,1,7,39,9,1942762.40112991
"1639",1639,1639,1639,2,22,44,11,1058374.65453415
"1640",1640,1640,1640,2,17,148,34,10890195.3120059
"1641",1641,1641,1641,1,18,24,6,583718.018035883
"1642",1642,1642,1642,1,22,147,34,11086421.7103688
"1643",1643,1643,1643,2,16,90,21,6176101.59396976
"1644",1644,1644,1644,2,3,28,7,319529.628654068
"1645",1645,1645,1645,2,10,95,22,7051397.43344004
"1646",1646,1646,1646,2,10,85,20,4410043.34976601
"1647",1647,1647,1647,2,17,69,16,4905550.73598094
"1648",1648,1648,1648,1,28,82,19,4801244.50316097
"1649",1649,1649,1649,2,24,54,13,1968418.44849182
"1650",1650,1650,1650,2,9,111,26,8723029.86341631
"1651",1651,1651,1651,2,23,143,33,11754366.0930901
"1652",1652,1652,1652,1,20,147,34,9949179.51062867
"1653",1653,1653,1653,2,24,95,22,5936562.2319566
"1654",1654,1654,1654,1,25,13,3,95583.6382859466
"1655",1655,1655,1655,1,7,139,32,11410182.4308244
"1656",1656,1656,1656,2,7,49,12,1306231.18916134
"1657",1657,1657,1657,1,28,89,21,6569010.61240693
"1658",1658,1658,1658,1,19,31,8,1131346.02610115
"1659",1659,1659,1659,1,23,69,16,4713717.37164631
"1660",1660,1660,1660,2,15,19,5,10091.1104583601
"1661",1661,1661,1661,2,5,52,12,1655850.78934336
"1662",1662,1662,1662,1,24,122,28,8790919.14494367
"1663",1663,1663,1663,1,22,118,27,7568481.57270754
"1664",1664,1664,1664,1,17,53,13,3378929.31474093
"1665",1665,1665,1665,1,21,31,8,881922.284003483
"1666",1666,1666,1666,2,3,98,23,6023629.65992612
"1667",1667,1667,1667,2,12,52,12,2594070.91463648
"1668",1668,1668,1668,1,21,121,28,9437385.40615184
"1669",1669,1669,1669,2,17,100,23,6367605.96206589
"1670",1670,1670,1670,1,4,82,19,4974177.92646914
"1671",1671,1671,1671,2,23,56,13,1449413.47859702
"1672",1672,1672,1672,2,21,128,30,9912889.0119605
"1673",1673,1673,1673,1,24,101,24,7485149.75187375
"1674",1674,1674,1674,1,15,65,15,4558277.91529317
"1675",1675,1675,1675,1,10,89,21,5316449.29012453
"1676",1676,1676,1676,1,11,103,24,7307114.69034753
"1677",1677,1677,1677,2,28,66,16,4044653.94331059
"1678",1678,1678,1678,1,12,110,26,8137348.9410905
"1679",1679,1679,1679,1,19,41,10,1877529.45933464
"1680",1680,1680,1680,1,30,106,25,7621077.02049937
"1681",1681,1681,1681,2,21,19,5,22563.6403800005
"1682",1682,1682,1682,2,16,53,13,3138193.76743867
"1683",1683,1683,1683,1,4,130,30,9210814.37949836
"1684",1684,1684,1684,2,4,56,13,2768343.56557056
"1685",1685,1685,1685,1,5,64,15,3239536.81917418
"1686",1686,1686,1686,1,22,12,3,11959.3921007276
"1687",1687,1687,1687,2,21,41,10,1196111.81579616
"1688",1688,1688,1688,1,28,26,6,449275.552247545
"1689",1689,1689,1689,1,3,93,22,6702060.55176899
"1690",1690,1690,1690,1,4,28,7,834094.852533196
"1691",1691,1691,1691,1,28,95,22,4814068.3155817
"1692",1692,1692,1692,2,25,8,2,2.62182479630049
"1693",1693,1693,1693,1,18,70,16,4449522.7821222
"1694",1694,1694,1694,2,17,67,16,3018846.26195644
"1695",1695,1695,1695,2,20,122,28,8727098.77881657
"1696",1696,1696,1696,1,6,27,7,830975.902553615
"1697",1697,1697,1697,2,2,95,22,6510806.9216363
"1698",1698,1698,1698,2,22,112,26,8031892.26071525
"1699",1699,1699,1699,2,6,56,13,3175585.40326248
"1700",1700,1700,1700,2,27,125,29,9278630.22798154
"1701",1701,1701,1701,1,13,100,23,6647027.82378883
"1702",1702,1702,1702,2,15,86,20,5706930.82602355
"1703",1703,1703,1703,1,26,93,22,6437943.13635911
"1704",1704,1704,1704,1,4,32,8,1180018.27802317
"1705",1705,1705,1705,2,12,54,13,1772557.29959809
"1706",1706,1706,1706,2,9,116,27,7051103.11069622
"1707",1707,1707,1707,1,28,130,30,9294987.18999239
"1708",1708,1708,1708,2,7,115,27,8917333.00005282
"1709",1709,1709,1709,1,5,24,6,315012.538472428
"1710",1710,1710,1710,1,13,19,5,262116.142320624
"1711",1711,1711,1711,1,10,63,15,3422697.15049942
"1712",1712,1712,1712,2,19,45,11,1023347.55294734
"1713",1713,1713,1713,2,22,55,13,2997534.95321953
"1714",1714,1714,1714,2,9,63,15,3885430.30574559
"1715",1715,1715,1715,1,16,105,24,6921729.4474914
"1716",1716,1716,1716,1,21,50,12,2418627.25431807
"1717",1717,1717,1717,2,15,30,7,450135.31590425
"1718",1718,1718,1718,1,20,68,16,3381993.08227601
"1719",1719,1719,1719,1,2,71,17,5066341.29204058
"1720",1720,1720,1720,1,13,113,26,8054119.38305878
"1721",1721,1721,1721,1,12,128,30,9758179.8537072
"1722",1722,1722,1722,1,6,10,3,26011.3801004731
"1723",1723,1723,1723,2,3,126,29,9441975.70373924
"1724",1724,1724,1724,1,3,150,35,10992441.8070521
"1725",1725,1725,1725,2,10,40,10,839185.910432928
"1726",1726,1726,1726,2,5,120,28,8953750.35441154
"1727",1727,1727,1727,2,21,39,9,365085.264338962
"1728",1728,1728,1728,1,3,60,14,3915406.09569071
"1729",1729,1729,1729,1,12,117,27,8485909.74972181
"1730",1730,1730,1730,1,3,47,11,2544910.6635884
"1731",1731,1731,1731,1,24,150,35,11328038.0497888
"1732",1732,1732,1732,1,22,70,16,4201729.3698258
"1733",1733,1733,1733,2,11,39,9,858007.632009719
"1734",1734,1734,1734,2,27,95,22,7079195.33014049
"1735",1735,1735,1735,1,2,93,22,6034961.90801717
"1736",1736,1736,1736,1,19,132,31,9997519.07612352
"1737",1737,1737,1737,1,4,7,2,1282.31637188375
"1738",1738,1738,1738,1,24,85,20,5044063.4641865
"1739",1739,1739,1739,2,12,65,15,3533098.07408406
"1740",1740,1740,1740,1,7,109,25,7783522.32072611
"1741",1741,1741,1741,1,24,90,21,6334881.97063803
"1742",1742,1742,1742,1,22,17,4,231381.570346327
"1743",1743,1743,1743,1,5,85,20,4202151.53322146
"1744",1744,1744,1744,1,9,86,20,5068545.76748094
"1745",1745,1745,1745,2,16,76,18,4894375.41140954
"1746",1746,1746,1746,2,7,113,26,8569937.65443644
"1747",1747,1747,1747,2,26,77,18,5297362.63775313
"1748",1748,1748,1748,2,21,105,24,7655213.44541421
"1749",1749,1749,1749,1,2,131,30,9661655.39260991
"1750",1750,1750,1750,2,1,145,34,9897003.10345608
"1751",1751,1751,1751,1,27,82,19,4850574.58819274
"1752",1752,1752,1752,1,23,146,34,11515773.106831
"1753",1753,1753,1753,1,13,12,3,86569.5337436926
"1754",1754,1754,1754,1,8,106,25,6876736.54622268
"1755",1755,1755,1755,1,2,79,19,5592270.28750243
"1756",1756,1756,1756,2,27,30,7,503045.629653103
"1757",1757,1757,1757,1,12,4,1,6.44445020542541
"1758",1758,1758,1758,1,12,129,30,9219487.25822452
"1759",1759,1759,1759,1,19,140,32,10542221.0747877
"1760",1760,1760,1760,1,18,134,31,9505357.30843004
"1761",1761,1761,1761,1,29,12,3,64984.3831450593
"1762",1762,1762,1762,1,20,21,5,515692.448756807
"1763",1763,1763,1763,2,30,28,7,143914.956898797
"1764",1764,1764,1764,2,26,22,6,64246.2436673321
"1765",1765,1765,1765,1,8,10,3,17809.4321867285
"1766",1766,1766,1766,2,13,94,22,6999090.68793917
"1767",1767,1767,1767,2,14,11,3,14.1312618390317
