"","X.1","X","algorithm","replicate","instance","group","result"
"613",613,18,2,1,74,18,3931009.18660204
"614",614,19,2,1,78,19,4224289.9940532
"615",615,20,2,1,82,20,5684123.34522178
"616",616,21,2,1,86,21,5838008.3561878
"617",617,22,2,1,90,22,6111914.62197744
"618",618,23,2,1,94,23,6975346.93093266
"619",619,24,2,1,98,24,6832405.7721194
"620",620,25,2,1,102,25,7123524.01235454
"621",621,26,2,1,106,26,6339491.32273861
"622",622,27,2,1,110,27,6449367.16454781
"623",623,28,2,1,114,28,8785949.15153629
"624",624,29,2,1,118,29,8440752.61610037
"625",625,30,2,1,122,30,8454706.94330201
"626",626,31,2,1,126,31,9783746.41082539
"627",627,32,2,1,130,32,9416556.70599983
"628",628,33,2,1,134,33,8618389.81616558
"629",629,34,2,1,138,34,11936747.0285739
"630",630,35,2,1,142,35,10670311.3413948
"631",631,1,1,1,6,1,399.987644814537
"632",632,2,1,1,10,2,36315.895326197
"633",633,3,1,1,14,3,184471.245863217
"634",634,4,1,1,18,4,281640.309851476
"635",635,5,1,1,22,5,491283.656218656
"636",636,6,1,1,26,6,647484.761129992
"637",637,7,1,1,30,7,915092.79879199
"638",638,8,1,1,34,8,976693.051468513
"639",639,9,1,1,38,9,1433104.77461169
"640",640,10,1,1,42,10,1878466.46176279
"641",641,11,1,1,46,11,2435839.31581537
"642",642,12,1,1,50,12,2567695.59991228
"643",643,13,1,1,54,13,3411430.35326196
"644",644,14,1,1,58,14,3397515.83945177
"645",645,15,1,1,62,15,3514054.19101562
"646",646,16,1,1,66,16,4014052.97725235
"647",647,17,1,1,70,17,4132326.58498511
"648",648,18,1,1,74,18,4658744.67024001
"649",649,19,1,1,78,19,4992613.6894027
"650",650,20,1,1,82,20,6085301.76283469
"651",651,21,1,1,86,21,4481851.42929739
"652",652,22,1,1,90,22,5664557.67275568
"653",653,23,1,1,94,23,5926853.1691831
"654",654,24,1,1,98,24,6506940.21401746
"655",655,25,1,1,102,25,7567252.45871987
"656",656,26,1,1,106,26,8140416.34491106
"657",657,27,1,1,110,27,8113038.37438081
"658",658,28,1,1,114,28,9370931.36905387
"659",659,29,1,1,118,29,8823440.35643411
"660",660,30,1,1,122,30,9142316.91146443
"661",661,31,1,1,126,31,9029839.27472909
"662",662,32,1,1,130,32,9594264.72663694
"663",663,33,1,1,134,33,9463731.28850226
"664",664,34,1,1,138,34,11161424.2315694
"665",665,35,1,1,142,35,10937068.7438028
"666",666,1,2,1,6,1,4.1304296776825e-06
"667",667,2,2,1,10,2,6.75134259554956
"668",668,3,2,1,14,3,3804.34599835363
"669",669,4,2,1,18,4,4093.56644700659
"670",670,5,2,1,22,5,80682.7012371876
"671",671,6,2,1,26,6,25571.0205234473
"672",672,7,2,1,30,7,361515.97110019
"673",673,8,2,1,34,8,183552.319706369
"674",674,9,2,1,38,9,205131.332508807
"675",675,10,2,1,42,10,1100658.73505799
"676",676,11,2,1,46,11,1961073.931091
"677",677,12,2,1,50,12,2385851.75821637
"678",678,13,2,1,54,13,2838385.83989236
"679",679,14,2,1,58,14,3166615.4904907
"680",680,15,2,1,62,15,3582005.77187849
"681",681,16,2,1,66,16,4143960.30755291
"682",682,17,2,1,70,17,3764755.15048119
"683",683,18,2,1,74,18,5001946.20822716
"684",684,19,2,1,78,19,3557840.19214579
"685",685,20,2,1,82,20,4973040.94897016
"686",686,21,2,1,86,21,5461332.34988556
"687",687,22,2,1,90,22,6145743.8256692
"688",688,23,2,1,94,23,5736008.42769036
"689",689,24,2,1,98,24,6141361.59919786
"690",690,25,2,1,102,25,7803995.88341018
"691",691,26,2,1,106,26,7872992.39885236
"692",692,27,2,1,110,27,7998700.19308112
"693",693,28,2,1,114,28,7998736.51984165
"694",694,29,2,1,118,29,8880134.90869653
"695",695,30,2,1,122,30,8881386.32296394
"696",696,31,2,1,126,31,9926108.92234278
"697",697,32,2,1,130,32,9433480.82039333
"698",698,33,2,1,134,33,9431022.15369379
"699",699,34,2,1,138,34,10428999.6588233
"700",700,35,2,1,142,35,10710569.6703623
"701",701,1,1,1,6,1,627.427155557879
"702",702,2,1,1,10,2,34930.8729274043
"703",703,3,1,1,14,3,175683.493053243
"704",704,4,1,1,18,4,264705.929815893
"705",705,5,1,1,22,5,411364.775686633
"706",706,6,1,1,26,6,695429.822369383
"707",707,7,1,1,30,7,1018311.51523058
"708",708,8,1,1,34,8,1192635.394469
"709",709,9,1,1,38,9,1692691.74572477
"710",710,10,1,1,42,10,2324458.28139732
"711",711,11,1,1,46,11,1874613.17788554
"712",712,12,1,1,50,12,3078628.95474024
"713",713,13,1,1,54,13,2842052.47282755
"714",714,14,1,1,58,14,3371773.32749241
"715",715,15,1,1,62,15,3155785.06685622
"716",716,16,1,1,66,16,3802866.52786791
"717",717,17,1,1,70,17,3618524.30515568
"718",718,18,1,1,74,18,4437540.51440878
"719",719,19,1,1,78,19,5017053.35889923
"720",720,20,1,1,82,20,5610465.44966204
"721",721,21,1,1,86,21,5463989.78688995
"722",722,22,1,1,90,22,6536631.16958339
"723",723,23,1,1,94,23,6307909.86764543
"724",724,24,1,1,98,24,6852621.55488159
"725",725,25,1,1,102,25,6060579.98926908
"726",726,26,1,1,106,26,7367044.08385027
"727",727,27,1,1,110,27,7474438.89481567
"728",728,28,1,1,114,28,8106642.11481767
"729",729,29,1,1,118,29,7466762.78462644
"730",730,30,1,1,122,30,8947434.35080493
"731",731,31,1,1,126,31,9282478.13992221
"732",732,32,1,1,130,32,9981760.24272704
"733",733,33,1,1,134,33,10375398.1001278
"734",734,34,1,1,138,34,11472435.4510996
"735",735,35,1,1,142,35,10753703.4847014
"736",736,1,2,1,6,1,0.00795362347325981
"737",737,2,2,1,10,2,93.810915938167
"738",738,3,2,1,14,3,1351.36897192524
"739",739,4,2,1,18,4,19760.7366846907
"740",740,5,2,1,22,5,89200.9934987479
"741",741,6,2,1,26,6,113617.575831742
"742",742,7,2,1,30,7,281951.901957338
"743",743,8,2,1,34,8,473890.574923909
"744",744,9,2,1,38,9,1073586.31323864
"745",745,10,2,1,42,10,571624.849502917
"746",746,11,2,1,46,11,1331129.22191787
"747",747,12,2,1,50,12,1495519.80613693
"748",748,13,2,1,54,13,2259575.7766251
"749",749,14,2,1,58,14,3664718.90106355
"750",750,15,2,1,62,15,3439146.24929243
"751",751,16,2,1,66,16,3723947.60080311
"752",752,17,2,1,70,17,4005303.42701664
"753",753,18,2,1,74,18,5248829.10481428
"754",754,19,2,1,78,19,5064462.00514153
"755",755,20,2,1,82,20,4676555.56184762
"756",756,21,2,1,86,21,5919163.35875219
"757",757,22,2,1,90,22,5879101.57662538
"758",758,23,2,1,94,23,5724298.61196465
"759",759,24,2,1,98,24,7013678.89225385
"760",760,25,2,1,102,25,6638616.02130477
"761",761,26,2,1,106,26,7196571.16321413
"762",762,27,2,1,110,27,8591012.33087126
"763",763,28,2,1,114,28,8079516.48059084
"764",764,29,2,1,118,29,8500245.5891731
"765",765,30,2,1,122,30,9340089.80075356
"766",766,31,2,1,126,31,9024368.5586751
"767",767,32,2,1,130,32,9195039.69544177
"768",768,33,2,1,134,33,10906116.0780009
"769",769,34,2,1,138,34,9050369.50604668
"770",770,35,2,1,142,35,9884200.38360241
"771",771,1,1,1,6,1,145.645207504629
"772",772,2,1,1,10,2,13179.3310256357
"773",773,3,1,1,14,3,120908.229019861
"774",774,4,1,1,18,4,348735.795239981
"775",775,5,1,1,22,5,514358.11401179
"776",776,6,1,1,26,6,560899.741817945
"777",777,7,1,1,30,7,952111.304760321
"778",778,8,1,1,34,8,1208170.63959324
"779",779,9,1,1,38,9,1648509.5101828
"780",780,10,1,1,42,10,2194655.73400659
"781",781,11,1,1,46,11,2315647.28429009
"782",782,12,1,1,50,12,1535086.26330117
"783",783,13,1,1,54,13,3081553.78484917
"784",784,14,1,1,58,14,3632137.77458183
"785",785,15,1,1,62,15,3427835.87780676
"786",786,16,1,1,66,16,4134594.19508304
"787",787,17,1,1,70,17,4951412.11936219
"788",788,18,1,1,74,18,4263038.08863587
"789",789,19,1,1,78,19,5342207.86694172
"790",790,20,1,1,82,20,5322391.27408891
"791",791,21,1,1,86,21,5749496.60492702
"792",792,22,1,1,90,22,6210106.948995
"793",793,23,1,1,94,23,6226485.60722409
"794",794,24,1,1,98,24,6253047.80906568
"795",795,25,1,1,102,25,6288569.60055853
"796",796,26,1,1,106,26,8240607.9346279
"797",797,27,1,1,110,27,7442668.56160528
"798",798,28,1,1,114,28,9471696.10613907
"799",799,29,1,1,118,29,8496343.38098042
"800",800,30,1,1,122,30,9254592.49598682
"801",801,31,1,1,126,31,8607780.35513641
"802",802,32,1,1,130,32,9838383.52137886
"803",803,33,1,1,134,33,9258890.12906658
"804",804,34,1,1,138,34,11110466.0737131
"805",805,35,1,1,142,35,11112321.0032667
"806",806,1,2,1,6,1,8.11863646631764e-08
"807",807,2,2,1,10,2,6.54046310591333
"808",808,3,2,1,14,3,1351.06195984205
"809",809,4,2,1,18,4,10583.6193142097
"810",810,5,2,1,22,5,30768.8967638516
"811",811,6,2,1,26,6,271051.103754672
"812",812,7,2,1,30,7,238976.227629971
"813",813,8,2,1,34,8,378984.385378259
"814",814,9,2,1,38,9,302270.75679888
"815",815,10,2,1,42,10,1087489.60055018
"816",816,11,2,1,46,11,1617316.64109784
"817",817,12,2,1,50,12,1801212.13853501
"818",818,13,2,1,54,13,3026167.88582901
"819",819,14,2,1,58,14,1328586.79034004
"820",820,15,2,1,62,15,4026919.14723821
"821",821,16,2,1,66,16,4085820.88869967
"822",822,17,2,1,70,17,3531247.08449416
"823",823,18,2,1,74,18,5180988.37363412
"824",824,19,2,1,78,19,5239451.39792502
"825",825,20,2,1,82,20,5131953.83275598
"826",826,21,2,1,86,21,5371494.7600978
"827",827,22,2,1,90,22,5753795.1381639
"828",828,23,2,1,94,23,6230711.69148878
"829",829,24,2,1,98,24,6668165.27314615
"830",830,25,2,1,102,25,6973243.17630193
"831",831,26,2,1,106,26,7881218.88668262
"832",832,27,2,1,110,27,7978711.95615737
"833",833,28,2,1,114,28,8184342.7896665
"834",834,29,2,1,118,29,8354383.50969263
"835",835,30,2,1,122,30,9296677.88190143
"836",836,31,2,1,126,31,8350963.36171787
"837",837,32,2,1,130,32,8732877.697345
"838",838,33,2,1,134,33,9927658.26833817
"839",839,34,2,1,138,34,10812984.0451031
"840",840,35,2,1,142,35,10799157.8017792
"841",841,1,1,1,6,1,306.114671400788
"842",842,2,1,1,10,2,18019.6990486325
"843",843,3,1,1,14,3,142443.898448577
"844",844,4,1,1,18,4,287649.57580696
"845",845,5,1,1,22,5,475089.932696035
"846",846,6,1,1,26,6,655991.987648227
"847",847,7,1,1,30,7,595580.444750405
"848",848,8,1,1,34,8,1127817.49855775
"849",849,9,1,1,38,9,1590347.91543904
"850",850,10,1,1,42,10,2761538.03098821
"851",851,11,1,1,46,11,2022157.27991097
"852",852,12,1,1,50,12,2783845.98812693
"853",853,13,1,1,54,13,2865612.29578406
"854",854,14,1,1,58,14,3705735.89446327
"855",855,15,1,1,62,15,3636681.3244126
"856",856,16,1,1,66,16,4449536.58106744
"857",857,17,1,1,70,17,4187917.97329773
"858",858,18,1,1,74,18,4067438.78905236
"859",859,19,1,1,78,19,5693957.35753506
"860",860,20,1,1,82,20,5310584.46088701
"861",861,21,1,1,86,21,5627169.77242412
"862",862,22,1,1,90,22,6323028.47236237
"863",863,23,1,1,94,23,7136535.68962952
"864",864,24,1,1,98,24,6931649.46929919
"865",865,25,1,1,102,25,7322702.2811051
"866",866,26,1,1,106,26,6732154.49269368
"867",867,27,1,1,110,27,8344382.78093967
"868",868,28,1,1,114,28,8717028.3431556
"869",869,29,1,1,118,29,9296412.31236231
"870",870,30,1,1,122,30,9687364.91060941
"871",871,31,1,1,126,31,7844185.22301627
"872",872,32,1,1,130,32,8457772.83878027
"873",873,33,1,1,134,33,10257352.5374608
"874",874,34,1,1,138,34,10901296.3425255
"875",875,35,1,1,142,35,11478600.911364
"876",876,1,2,1,6,1,0.00599617080439737
"877",877,2,2,1,10,2,82.5373377770863
"878",878,3,2,1,14,3,2822.35763051856
"879",879,4,2,1,18,4,3404.58204185917
"880",880,5,2,1,22,5,90686.8509957405
"881",881,6,2,1,26,6,77369.0946952152
"882",882,7,2,1,30,7,304152.003337862
"883",883,8,2,1,34,8,530096.043773948
"884",884,9,2,1,38,9,454110.303832561
"885",885,10,2,1,42,10,1087080.37946898
"886",886,11,2,1,46,11,1181472.81306434
"887",887,12,2,1,50,12,2968885.34660798
"888",888,13,2,1,54,13,2503031.40059682
"889",889,14,2,1,58,14,3466710.8168679
"890",890,15,2,1,62,15,3652505.94877042
"891",891,16,2,1,66,16,4349923.02854807
"892",892,17,2,1,70,17,3880533.46436016
"893",893,18,2,1,74,18,4485537.10712054
"894",894,19,2,1,78,19,5038740.72127986
"895",895,20,2,1,82,20,5781708.97353293
"896",896,21,2,1,86,21,5717551.89674545
"897",897,22,2,1,90,22,5254136.60453767
"898",898,23,2,1,94,23,6322867.02716753
"899",899,24,2,1,98,24,5548380.2589109
"900",900,25,2,1,102,25,6285964.25690341
"901",901,26,2,1,106,26,8192704.66604909
"902",902,27,2,1,110,27,8055772.4711742
"903",903,28,2,1,114,28,8224661.97964877
"904",904,29,2,1,118,29,9058312.30386444
"905",905,30,2,1,122,30,8648602.84473446
"906",906,31,2,1,126,31,8990211.47192872
"907",907,32,2,1,130,32,8775670.96613659
"908",908,33,2,1,134,33,10372531.7734352
"909",909,34,2,1,138,34,9276558.16054221
"910",910,35,2,1,142,35,11659550.4849427
"911",911,1,1,1,6,1,687.555522532546
"912",912,2,1,1,10,2,24877.5565712913
"913",913,3,1,1,14,3,160418.882775995
"914",914,4,1,1,18,4,234550.905982093
"915",915,5,1,1,22,5,495620.639847869
"916",916,6,1,1,26,6,520274.883368471
"917",917,7,1,1,30,7,875186.319187315
"918",918,8,1,1,34,8,1374488.78434561
"919",919,9,1,1,38,9,1827734.33965727
"920",920,10,1,1,42,10,1962502.59978257
"921",921,11,1,1,46,11,2798721.83668847
"922",922,12,1,1,50,12,3209728.27948545
"923",923,13,1,1,54,13,2430315.4937601
"924",924,14,1,1,58,14,3371640.62638316
"925",925,15,1,1,62,15,3257403.79481283
"926",926,16,1,1,66,16,4254203.22536017
"927",927,17,1,1,70,17,4249162.74861227
"928",928,18,1,1,74,18,5436173.59335558
"929",929,19,1,1,78,19,4874289.40729588
"930",930,20,1,1,82,20,5064563.49128373
"931",931,21,1,1,86,21,5746189.96358257
"932",932,22,1,1,90,22,6535509.50623811
"933",933,23,1,1,94,23,5513021.20695276
"934",934,24,1,1,98,24,6326219.57981727
"935",935,25,1,1,102,25,6643632.45804136
"936",936,26,1,1,106,26,7277073.82083379
"937",937,27,1,1,110,27,8350832.33710937
"938",938,28,1,1,114,28,8298188.59210115
"939",939,29,1,1,118,29,8194620.50731837
"940",940,30,1,1,122,30,8401387.52738823
"941",941,31,1,1,126,31,9394274.11362185
"942",942,32,1,1,130,32,8675151.62509466
"943",943,33,1,1,134,33,9052050.6197395
"944",944,34,1,1,138,34,9981896.44362308
"945",945,35,1,1,142,35,10967905.3908091
"946",946,1,2,1,6,1,0.106433926637254
"947",947,2,2,1,10,2,9.73906111793822
"948",948,3,2,1,14,3,50.8189268192068
"949",949,4,2,1,18,4,2781.393786787
"950",950,5,2,1,22,5,78285.8573043673
"951",951,6,2,1,26,6,453920.890264834
"952",952,7,2,1,30,7,477577.010508749
"953",953,8,2,1,34,8,530391.674578866
"954",954,9,2,1,38,9,639292.523441361
"955",955,10,2,1,42,10,906946.197999201
"956",956,11,2,1,46,11,2279269.312522
"957",957,12,2,1,50,12,3116475.44769397
"958",958,13,2,1,54,13,1605757.3470784
"959",959,14,2,1,58,14,2065986.3449973
"960",960,15,2,1,62,15,1729980.52019597
"961",961,16,2,1,66,16,4196310.37440918
"962",962,17,2,1,70,17,4672807.08716175
"963",963,18,2,1,74,18,4380882.39537662
"964",964,19,2,1,78,19,4861950.83053916
"965",965,20,2,1,82,20,5388123.20192795
"966",966,21,2,1,86,21,5688466.6637391
"967",967,22,2,1,90,22,5949190.27037752
"968",968,23,2,1,94,23,5964931.37137992
"969",969,24,2,1,98,24,7275883.37061685
"970",970,25,2,1,102,25,6977086.24225366
"971",971,26,2,1,106,26,7096951.37756356
"972",972,27,2,1,110,27,6091333.79733924
"973",973,28,2,1,114,28,8160644.62663071
"974",974,29,2,1,118,29,9065776.44485919
"975",975,30,2,1,122,30,7557121.07985434
"976",976,31,2,1,126,31,9536677.20870502
"977",977,32,2,1,130,32,8506081.35066903
"978",978,33,2,1,134,33,10530569.1665232
"979",979,34,2,1,138,34,9988826.89263065
"980",980,35,2,1,142,35,11739176.0796669
"981",981,1,1,1,6,1,219.015512244099
"982",982,2,1,1,10,2,45150.5988798679
"983",983,3,1,1,14,3,152997.904886196
"984",984,4,1,1,18,4,369680.490859931
"985",985,5,1,1,22,5,534328.126264223
"986",986,6,1,1,26,6,565681.823488002
"987",987,7,1,1,30,7,975818.352334401
"988",988,8,1,1,34,8,1376497.26689592
"989",989,9,1,1,38,9,1517939.21860553
"990",990,10,1,1,42,10,1868681.21487582
"991",991,11,1,1,46,11,2300655.21787782
"992",992,12,1,1,50,12,2712686.35774792
"993",993,13,1,1,54,13,3248133.90686037
"994",994,14,1,1,58,14,3616418.75668081
"995",995,15,1,1,62,15,3480597.41273215
"996",996,16,1,1,66,16,4113066.67649188
"997",997,17,1,1,70,17,2975342.78646015
"998",998,18,1,1,74,18,3838622.97738211
"999",999,19,1,1,78,19,4975507.34979493
"1000",1000,20,1,1,82,20,3835020.25444284
"1001",1001,21,1,1,86,21,5070874.50833113
"1002",1002,22,1,1,90,22,6208390.04810965
"1003",1003,23,1,1,94,23,5606590.69648956
"1004",1004,24,1,1,98,24,6260200.748753
"1005",1005,25,1,1,102,25,6822412.79970479
"1006",1006,26,1,1,106,26,7447872.25139203
"1007",1007,27,1,1,110,27,8233234.43062031
"1008",1008,28,1,1,114,28,8820712.25651573
"1009",1009,29,1,1,118,29,9100652.51343014
"1010",1010,30,1,1,122,30,9320958.61885858
"1011",1011,31,1,1,126,31,8762569.00879727
"1012",1012,32,1,1,130,32,9024063.83018984
"1013",1013,33,1,1,134,33,10858097.7872418
"1014",1014,34,1,1,138,34,8830489.09894701
"1015",1015,35,1,1,142,35,11295766.5624729
"1016",1016,1,2,1,6,1,2.25797098511966e-05
"1017",1017,2,2,1,10,2,190.520183039077
"1018",1018,3,2,1,14,3,157.336042941135
"1019",1019,4,2,1,18,4,3865.60600707663
"1020",1020,5,2,1,22,5,22138.0301823051
"1021",1021,6,2,1,26,6,85101.1849208045
"1022",1022,7,2,1,30,7,341129.71317433
"1023",1023,8,2,1,34,8,380593.450873583
"1024",1024,9,2,1,38,9,963000.645660713
"1025",1025,10,2,1,42,10,1110615.36576577
"1026",1026,11,2,1,46,11,1141670.99170202
"1027",1027,12,2,1,50,12,2120333.39474233
"1028",1028,13,2,1,54,13,3515598.90966527
"1029",1029,14,2,1,58,14,2024623.87882162
"1030",1030,15,2,1,62,15,3350927.70142817
"1031",1031,16,2,1,66,16,3576948.30143446
"1032",1032,17,2,1,70,17,4019652.90989818
"1033",1033,18,2,1,74,18,4180683.09850667
"1034",1034,19,2,1,78,19,5048684.76128553
"1035",1035,20,2,1,82,20,5937990.08621356
"1036",1036,21,2,1,86,21,6498636.09381324
"1037",1037,22,2,1,90,22,5980651.54916443
"1038",1038,23,2,1,94,23,5720762.7285906
"1039",1039,24,2,1,98,24,5960594.17688389
"1040",1040,25,2,1,102,25,6292820.34133164
"1041",1041,26,2,1,106,26,7926990.28496209
"1042",1042,27,2,1,110,27,7854994.33196576
"1043",1043,28,2,1,114,28,8090193.98942448
"1044",1044,29,2,1,118,29,8960454.03995049
"1045",1045,30,2,1,122,30,5529473.29610425
"1046",1046,31,2,1,126,31,10565350.7791041
"1047",1047,32,2,1,130,32,9460218.36695401
"1048",1048,33,2,1,134,33,10494252.216013
"1049",1049,34,2,1,138,34,10262153.8892699
"1050",1050,35,2,1,142,35,10918652.0367355
"1051",1051,1,1,1,6,1,211.787131932827
"1052",1052,2,1,1,10,2,20739.3862749968
"1053",1053,3,1,1,14,3,41445.595294114
"1054",1054,4,1,1,18,4,285112.422662756
"1055",1055,5,1,1,22,5,424465.880930558
"1056",1056,6,1,1,26,6,623116.667983349
"1057",1057,7,1,1,30,7,793106.269367818
"1058",1058,8,1,1,34,8,1113013.00518496
"1059",1059,9,1,1,38,9,1715415.74541957
"1060",1060,10,1,1,42,10,1552886.13956647
"1061",1061,11,1,1,46,11,2304792.85236967
"1062",1062,12,1,1,50,12,2930262.37454851
"1063",1063,13,1,1,54,13,3038890.99446273
"1064",1064,14,1,1,58,14,2795286.16037885
"1065",1065,15,1,1,62,15,3620336.47763702
"1066",1066,16,1,1,66,16,4229388.86932435
"1067",1067,17,1,1,70,17,4266087.79415024
"1068",1068,18,1,1,74,18,4955686.37686633
"1069",1069,19,1,1,78,19,4501733.11507527
"1070",1070,20,1,1,82,20,5218086.50948454
"1071",1071,21,1,1,86,21,5267786.43277808
"1072",1072,22,1,1,90,22,6192580.09204687
"1073",1073,23,1,1,94,23,6484786.39714761
"1074",1074,24,1,1,98,24,6999784.65504867
"1075",1075,25,1,1,102,25,7461490.15088374
"1076",1076,26,1,1,106,26,8064530.05223808
"1077",1077,27,1,1,110,27,6117511.99845078
"1078",1078,28,1,1,114,28,8656871.10603808
"1079",1079,29,1,1,118,29,8276043.70223877
"1080",1080,30,1,1,122,30,8780473.27001629
"1081",1081,31,1,1,126,31,9361736.70277452
"1082",1082,32,1,1,130,32,9345185.42460366
"1083",1083,33,1,1,134,33,9612164.37538042
"1084",1084,34,1,1,138,34,9903591.9861692
"1085",1085,35,1,1,142,35,11490241.8433055
"1086",1086,1,2,1,6,1,0.020714444165282
"1087",1087,2,2,1,10,2,12.2045102924233
"1088",1088,3,2,1,14,3,650.13052593067
"1089",1089,4,2,1,18,4,6867.3537850479
"1090",1090,5,2,1,22,5,187018.778449601
"1091",1091,6,2,1,26,6,65156.7011474034
"1092",1092,7,2,1,30,7,571724.506119175
"1093",1093,8,2,1,34,8,547759.38590665
"1094",1094,9,2,1,38,9,816285.897066634
"1095",1095,10,2,1,42,10,924655.215556127
"1096",1096,11,2,1,46,11,2561569.88262337
"1097",1097,12,2,1,50,12,2233877.51776073
"1098",1098,13,2,1,54,13,3080374.12959651
"1099",1099,14,2,1,58,14,3847456.48047253
"1100",1100,15,2,1,62,15,3559778.6066006
"1101",1101,16,2,1,66,16,3655290.46369845
"1102",1102,17,2,1,70,17,3952501.65778696
"1103",1103,18,2,1,74,18,4335778.38240257
"1104",1104,19,2,1,78,19,4689555.04701595
"1105",1105,20,2,1,82,20,5185695.00230323
"1106",1106,21,2,1,86,21,4541818.23690125
"1107",1107,22,2,1,90,22,6122717.70010438
"1108",1108,23,2,1,94,23,5895566.51984673
"1109",1109,24,2,1,98,24,6947565.54334718
"1110",1110,25,2,1,102,25,7146754.62378053
"1111",1111,26,2,1,106,26,7453296.82556993
"1112",1112,27,2,1,110,27,5995010.58579963
"1113",1113,28,2,1,114,28,8212306.26629443
"1114",1114,29,2,1,118,29,8385687.64555425
"1115",1115,30,2,1,122,30,8653768.53669492
"1116",1116,31,2,1,126,31,9682780.02169958
"1117",1117,32,2,1,130,32,8706116.34834293
"1118",1118,33,2,1,134,33,10119961.8089603
"1119",1119,34,2,1,138,34,9682297.16631587
"1120",1120,35,2,1,142,35,10883717.8891716
"1121",1121,1,1,1,6,1,163.055074987405
"1122",1122,2,1,1,10,2,41379.6928779324
"1123",1123,3,1,1,14,3,117855.249066015
"1124",1124,4,1,1,18,4,228584.290093153
"1125",1125,5,1,1,22,5,516261.640352053
"1126",1126,6,1,1,26,6,613223.908265351
"1127",1127,7,1,1,30,7,790239.662722861
"1128",1128,8,1,1,34,8,1009576.67279449
"1129",1129,9,1,1,38,9,1565273.47368074
"1130",1130,10,1,1,42,10,2227789.25525786
"1131",1131,11,1,1,46,11,1601500.1164682
"1132",1132,12,1,1,50,12,2924639.43816422
"1133",1133,13,1,1,54,13,2209360.17895244
"1134",1134,14,1,1,58,14,3380982.72368147
"1135",1135,15,1,1,62,15,3675624.51303412
"1136",1136,16,1,1,66,16,4069991.79190685
"1137",1137,17,1,1,70,17,4372172.76016791
"1138",1138,18,1,1,74,18,4723963.25034834
"1139",1139,19,1,1,78,19,5392354.2332909
"1140",1140,20,1,1,82,20,3692180.58650688
"1141",1141,21,1,1,86,21,5970882.55295871
"1142",1142,22,1,1,90,22,4745330.74614479
"1143",1143,23,1,1,94,23,5704898.18192865
"1144",1144,24,1,1,98,24,6463324.01379418
"1145",1145,25,1,1,102,25,6911052.51653896
"1146",1146,26,1,1,106,26,7920748.59711356
"1147",1147,27,1,1,110,27,7611391.66884112
"1148",1148,28,1,1,114,28,8773112.50011946
"1149",1149,29,1,1,118,29,8345148.79843687
"1150",1150,30,1,1,122,30,8934204.0070076
"1151",1151,31,1,1,126,31,9844549.36629404
"1152",1152,32,1,1,130,32,10657021.3617253
"1153",1153,33,1,1,134,33,6928866.07162606
"1154",1154,34,1,1,138,34,10749023.8223382
"1155",1155,35,1,1,142,35,10746782.4347238
"1156",1156,1,2,1,6,1,0.017784918981105
"1157",1157,2,2,1,10,2,12.8902586400718
"1158",1158,3,2,1,14,3,140.508924595963
"1159",1159,4,2,1,18,4,23332.1906870056
"1160",1160,5,2,1,22,5,22882.8875415604
"1161",1161,6,2,1,26,6,247562.833384948
"1162",1162,7,2,1,30,7,253258.411147634
"1163",1163,8,2,1,34,8,494157.15052238
"1164",1164,9,2,1,38,9,864502.619657814
"1165",1165,10,2,1,42,10,643394.433280535
"1166",1166,11,2,1,46,11,2045747.98569217
"1167",1167,12,2,1,50,12,1413454.14450786
"1168",1168,13,2,1,54,13,3521814.01862706
"1169",1169,14,2,1,58,14,1494670.12424401
"1170",1170,15,2,1,62,15,3172132.18204951
"1171",1171,16,2,1,66,16,4488532.28162588
"1172",1172,17,2,1,70,17,3924174.09571521
"1173",1173,18,2,1,74,18,5306463.82596252
"1174",1174,19,2,1,78,19,5148030.58455459
"1175",1175,20,2,1,82,20,5790465.63033079
"1176",1176,21,2,1,86,21,5872400.40968838
"1177",1177,22,2,1,90,22,6344823.28271016
"1178",1178,23,2,1,94,23,6827812.23061899
"1179",1179,24,2,1,98,24,6674844.13773744
"1180",1180,25,2,1,102,25,6595287.98661966
"1181",1181,26,2,1,106,26,7496445.05743783
"1182",1182,27,2,1,110,27,8081256.5001157
"1183",1183,28,2,1,114,28,7613591.33863831
"1184",1184,29,2,1,118,29,9761306.9207663
"1185",1185,30,2,1,122,30,8691712.05950705
"1186",1186,31,2,1,126,31,8437262.73624107
"1187",1187,32,2,1,130,32,9259533.94791338
"1188",1188,33,2,1,134,33,10138564.9985582
"1189",1189,34,2,1,138,34,10067348.2093905
"1190",1190,35,2,1,142,35,10023752.5723709
"1191",1191,1,1,1,6,1,180.629143919939
"1192",1192,2,1,1,10,2,33815.4320758388
"1193",1193,3,1,1,14,3,79497.4547493838
"1194",1194,4,1,1,18,4,311319.902967874
"1195",1195,5,1,1,22,5,449475.723765718
"1196",1196,6,1,1,26,6,646791.388872418
"1197",1197,7,1,1,30,7,797201.264825674
"1198",1198,8,1,1,34,8,1058423.49172622
"1199",1199,9,1,1,38,9,1682140.45718301
"1200",1200,10,1,1,42,10,1759105.70686972
"1201",1201,11,1,1,46,11,2784572.81095811
"1202",1202,12,1,1,50,12,2647718.85402565
"1203",1203,13,1,1,54,13,3052847.56554522
"1204",1204,14,1,1,58,14,3493737.21300968
"1205",1205,15,1,1,62,15,3356848.99421448
