"Algorithm" "Instance" "Observation"
"1152" "algo1" "Inst.94" 42046.3358033726
"1153" "algo1" "Inst.94" 16125.451960124
"1154" "algo1" "Inst.94" 20691.5133597813
"1155" "algo1" "Inst.94" 21563.1863413295
"1156" "algo1" "Inst.94" 27397.6482947782
"1157" "algo1" "Inst.94" 25284.6837936026
"1158" "algo1" "Inst.94" 65027.5489352937
"1159" "algo1" "Inst.94" 25225.5245277508
"1160" "algo1" "Inst.94" 32024.6900053504
"1161" "algo1" "Inst.94" 44669.1477603311
"1162" "algo1" "Inst.94" 22665.9693512288
"1163" "algo1" "Inst.94" 12229.3161435798
"1164" "algo1" "Inst.94" 19486.671696189
"1165" "algo1" "Inst.94" 37648.8446075925
"1166" "algo1" "Inst.94" 29350.1793782287
"1167" "algo1" "Inst.94" 32986.3991442438
"1168" "algo1" "Inst.94" 2922.84257531827
"1169" "algo1" "Inst.94" 25641.7056591401
"1170" "algo1" "Inst.94" 21861.8116084454
"1171" "algo1" "Inst.94" 17829.7844852769
"1172" "algo1" "Inst.94" 6262.83455325846
"1173" "algo1" "Inst.94" 40388.2104185222
"1174" "algo1" "Inst.94" 9587.86107184543
"1175" "algo1" "Inst.94" 41366.5792244565
"1176" "algo1" "Inst.94" 35263.9694339994
"1177" "algo1" "Inst.94" 14237.603409355
"1178" "algo1" "Inst.94" 20467.626922263
"1179" "algo1" "Inst.94" 21490.5023032964
"1180" "algo1" "Inst.94" 28083.9309994993
"1181" "algo2" "Inst.94" 13.3621629872379
"1182" "algo2" "Inst.94" 10.4973242398471
"1183" "algo2" "Inst.94" 8.30799731178496
"1184" "algo2" "Inst.94" 16.8061707061619
"1185" "algo2" "Inst.94" 1.85269096969725
"1186" "algo2" "Inst.94" 3.54193884978847
"1187" "algo2" "Inst.94" 8.10100917172296
"1188" "algo2" "Inst.94" 10.2709051715059
"1189" "algo2" "Inst.94" 8.89247120278974
"1190" "algo2" "Inst.94" 105.75369478892
"1191" "algo2" "Inst.94" 10.7868946952911
"1192" "algo2" "Inst.94" 185.08753036744
"1193" "algo2" "Inst.94" 8.84492880394632
"1194" "algo2" "Inst.94" 10.6482219566778
"1195" "algo2" "Inst.94" 3.90375024106739
"1196" "algo2" "Inst.94" 164.330885611054
"1197" "algo2" "Inst.94" 16.4923506119734
"1198" "algo2" "Inst.94" 6.63333509519043
"1199" "algo2" "Inst.94" 144.32410246355
"1200" "algo2" "Inst.94" 8.17613296592855
"1201" "algo1" "Inst.123" 42208.6514829197
"1202" "algo1" "Inst.123" 31729.0354551112
"1203" "algo1" "Inst.123" 11390.7681108735
"1204" "algo1" "Inst.123" 28701.4694271146
"1205" "algo1" "Inst.123" 22201.0915865681
"1206" "algo1" "Inst.123" 36129.2806646036
"1207" "algo1" "Inst.123" 9315.96044262115
"1208" "algo1" "Inst.123" 31800.5412604736
"1209" "algo1" "Inst.123" 35921.8079358515
"1210" "algo1" "Inst.123" 35551.5985458118
"1211" "algo1" "Inst.123" 44372.2535794583
"1212" "algo1" "Inst.123" 15205.9268416567
"1213" "algo1" "Inst.123" 24280.4314898506
"1214" "algo1" "Inst.123" 27565.0082370376
"1215" "algo1" "Inst.123" 33739.0508909518
"1216" "algo1" "Inst.123" 10847.2378623422
"1217" "algo1" "Inst.123" 35349.5250326441
"1218" "algo1" "Inst.123" 17158.243362273
"1219" "algo1" "Inst.123" 45212.0560265243
"1220" "algo1" "Inst.123" 32415.6344382997
"1221" "algo1" "Inst.123" 26816.1072638595
"1222" "algo1" "Inst.123" 9666.74261717278
"1223" "algo1" "Inst.123" 26541.8749665651
"1224" "algo1" "Inst.123" 13905.0511490014
"1225" "algo1" "Inst.123" 42217.1294195729
"1226" "algo1" "Inst.123" 18516.4029115148
"1227" "algo1" "Inst.123" 14317.1648289248
"1228" "algo1" "Inst.123" 44796.6208284217
"1229" "algo1" "Inst.123" 10151.3524186789
"1230" "algo1" "Inst.123" 17563.0664173059
"1231" "algo1" "Inst.123" 14558.5015261222
"1232" "algo1" "Inst.123" 11643.4750779049
"1233" "algo1" "Inst.123" 21338.4882335517
"1234" "algo1" "Inst.123" 23568.1977745358
"1235" "algo1" "Inst.123" 16334.7054117884
"1236" "algo1" "Inst.123" 12048.2245996111
"1237" "algo1" "Inst.123" 22985.7750413552
"1238" "algo1" "Inst.123" 42772.528810715
"1239" "algo1" "Inst.123" 28386.7812373854
"1240" "algo1" "Inst.123" 35801.2032340073
"1241" "algo2" "Inst.123" 77.0186736660809
"1242" "algo2" "Inst.123" 118.251917390199
"1243" "algo2" "Inst.123" 9.83608446006723
"1244" "algo2" "Inst.123" 136.742428505274
"1245" "algo2" "Inst.123" 4.60857727060735
"1246" "algo2" "Inst.123" 767.368253499055
"1247" "algo2" "Inst.123" 7.08190258545397
"1248" "algo2" "Inst.123" 20.05561357433
"1249" "algo2" "Inst.123" 7.63507616131961
"1250" "algo2" "Inst.123" 9.14842614570725
"1251" "algo2" "Inst.123" 15.2859966488846
"1252" "algo2" "Inst.123" 5.69521521749219
"1253" "algo2" "Inst.123" 10.6442716828533
"1254" "algo2" "Inst.123" 15.7318640267311
"1255" "algo2" "Inst.123" 14.5611828852927
"1256" "algo2" "Inst.123" 6.63531783413799
"1257" "algo2" "Inst.123" 9.5189016753305
"1258" "algo2" "Inst.123" 9.76004998182749
"1259" "algo2" "Inst.123" 4.23077633154046
"1260" "algo2" "Inst.123" 117.562198431264
"1261" "algo1" "Inst.6" 22745.1205804864
"1262" "algo1" "Inst.6" 16079.3094699431
"1263" "algo1" "Inst.6" 10598.6310105757
"1264" "algo1" "Inst.6" 31351.3589665028
"1265" "algo1" "Inst.6" 2739.97614052716
"1266" "algo1" "Inst.6" 20260.0598811118
"1267" "algo1" "Inst.6" 34461.5665876804
"1268" "algo1" "Inst.6" 25827.3175222039
"1269" "algo1" "Inst.6" 36747.8102545881
"1270" "algo1" "Inst.6" 12926.6940940712
"1271" "algo1" "Inst.6" 9064.00315296105
"1272" "algo1" "Inst.6" 20143.9590097441
"1273" "algo1" "Inst.6" 40103.7017363658
"1274" "algo1" "Inst.6" 35178.2485630784
"1275" "algo1" "Inst.6" 15652.7861771621
"1276" "algo1" "Inst.6" 38650.2445337554
"1277" "algo1" "Inst.6" 17684.090186735
"1278" "algo1" "Inst.6" 8472.45252938889
"1279" "algo1" "Inst.6" 39850.6105031649
"1280" "algo1" "Inst.6" 23423.493761879
"1281" "algo1" "Inst.6" 19065.1074096459
"1282" "algo1" "Inst.6" 21502.1878455368
"1283" "algo1" "Inst.6" 26001.9951862278
"1284" "algo1" "Inst.6" 29955.40349717
"1285" "algo1" "Inst.6" 41494.6802544253
"1286" "algo1" "Inst.6" 17148.136847452
"1287" "algo1" "Inst.6" 39288.3592802156
"1288" "algo1" "Inst.6" 11560.3992251717
"1289" "algo1" "Inst.6" 40866.2823029883
"1290" "algo1" "Inst.6" 35129.9385461509
"1291" "algo1" "Inst.6" 39685.4211554855
"1292" "algo1" "Inst.6" 12667.3030881913
"1293" "algo1" "Inst.6" 24007.6427669696
"1294" "algo1" "Inst.6" 38986.3631068001
"1295" "algo1" "Inst.6" 13342.9372566047
"1296" "algo1" "Inst.6" 26655.1110053238
"1297" "algo1" "Inst.6" 14984.5307160564
"1298" "algo1" "Inst.6" 22475.3639392191
"1299" "algo1" "Inst.6" 10284.4626185187
"1300" "algo1" "Inst.6" 27661.6945783644
"1301" "algo2" "Inst.6" 18.6554875264753
"1302" "algo2" "Inst.6" 8.0855110063059
"1303" "algo2" "Inst.6" 8.84106695868065
"1304" "algo2" "Inst.6" 9.18308237760494
"1305" "algo2" "Inst.6" 7.24200179741872
"1306" "algo2" "Inst.6" 15.5151156890489
"1307" "algo2" "Inst.6" 9.47938015338115
"1308" "algo2" "Inst.6" 10.9759715124344
"1309" "algo2" "Inst.6" 194.391707955028
"1310" "algo2" "Inst.6" 9.62381330880285
"1311" "algo2" "Inst.6" 11.8413785910684
"1312" "algo2" "Inst.6" 8.85923328832427
"1313" "algo2" "Inst.6" 9.62859317898308
"1314" "algo2" "Inst.6" 16.2392165594652
"1315" "algo2" "Inst.6" 10.7021547332737
"1316" "algo2" "Inst.6" 8.64531126849768
"1317" "algo2" "Inst.6" 8.93609520540312
"1318" "algo2" "Inst.6" 12.4708269308645
"1319" "algo2" "Inst.6" 13.4459651356403
"1320" "algo2" "Inst.6" 59.9118244183609
"1321" "algo1" "Inst.67" 38867.1276307977
"1322" "algo1" "Inst.67" 36221.3462172432
"1323" "algo1" "Inst.67" 35941.3135536458
"1324" "algo1" "Inst.67" 14211.2033526875
"1325" "algo1" "Inst.67" 32901.7905769483
"1326" "algo1" "Inst.67" 39077.8287316976
"1327" "algo1" "Inst.67" 39666.7117560658
"1328" "algo1" "Inst.67" 17342.7334260998
"1329" "algo1" "Inst.67" 45568.6358059742
"1330" "algo1" "Inst.67" 32549.3438245249
"1331" "algo1" "Inst.67" 20458.1848121541
"1332" "algo1" "Inst.67" 12352.7288950296
"1333" "algo1" "Inst.67" 38374.9077114644
"1334" "algo1" "Inst.67" 34536.5519041298
"1335" "algo1" "Inst.67" 41671.9438179819
"1336" "algo1" "Inst.67" 29307.6138481393
"1337" "algo1" "Inst.67" 33606.8257230037
"1338" "algo1" "Inst.67" 17719.8347073831
"1339" "algo1" "Inst.67" 36053.9515407817
"1340" "algo1" "Inst.67" 25604.6176882741
"1341" "algo1" "Inst.67" 18217.8690387049
"1342" "algo1" "Inst.67" 17191.0100236687
"1343" "algo1" "Inst.67" 16638.2411291287
"1344" "algo1" "Inst.67" 17996.4135729017
"1345" "algo1" "Inst.67" 43193.6480705756
"1346" "algo1" "Inst.67" 35730.4189886253
"1347" "algo1" "Inst.67" 23274.8723724218
"1348" "algo1" "Inst.67" 49021.4189885113
"1349" "algo1" "Inst.67" 25293.4737372509
"1350" "algo1" "Inst.67" 52292.8774455335
"1351" "algo1" "Inst.67" 5836.98278478321
"1352" "algo1" "Inst.67" 35273.2508104243
"1353" "algo1" "Inst.67" 38228.6807452853
"1354" "algo1" "Inst.67" 13561.4983604734
"1355" "algo1" "Inst.67" 19376.9822346274
"1356" "algo1" "Inst.67" 14372.3312472068
"1357" "algo1" "Inst.67" 15705.2907672238
"1358" "algo1" "Inst.67" 46896.9732623316
"1359" "algo1" "Inst.67" 31471.9860501649
"1360" "algo1" "Inst.67" 26512.9402069275
"1361" "algo2" "Inst.67" 75.5883869257644
"1362" "algo2" "Inst.67" 8.16946791630308
"1363" "algo2" "Inst.67" 9.74025227774888
"1364" "algo2" "Inst.67" 10.3394383883697
"1365" "algo2" "Inst.67" 9.30726241595265
"1366" "algo2" "Inst.67" 26.4406343954245
"1367" "algo2" "Inst.67" 17.150217050099
"1368" "algo2" "Inst.67" 7.58280995931503
"1369" "algo2" "Inst.67" 11.0387788343909
"1370" "algo2" "Inst.67" 9.29495930779307
"1371" "algo2" "Inst.67" 15.2933055158254
"1372" "algo2" "Inst.67" 15.6883879244592
"1373" "algo2" "Inst.67" 5.46315149649471
"1374" "algo2" "Inst.67" 273.166961932556
"1375" "algo2" "Inst.67" 9.35373773702084
"1376" "algo2" "Inst.67" 10.4773445652874
"1377" "algo2" "Inst.67" 9.61180577237804
"1378" "algo2" "Inst.67" 9.45451184145718
"1379" "algo2" "Inst.67" 121.901914359232
"1380" "algo2" "Inst.67" 8.97029657631782
"1381" "algo1" "Inst.136" 23217.9529143056
"1382" "algo1" "Inst.136" 14329.1231744861
"1383" "algo1" "Inst.136" 20780.8129571495
"1384" "algo1" "Inst.136" 12370.6548902934
"1385" "algo1" "Inst.136" 24053.7011357877
"1386" "algo1" "Inst.136" 18434.4066633393
"1387" "algo1" "Inst.136" 36145.0013061179
"1388" "algo1" "Inst.136" 25853.0994986541
"1389" "algo1" "Inst.136" 16823.5137088442
"1390" "algo1" "Inst.136" 21008.1839215658
"1391" "algo1" "Inst.136" 37101.4864866953
"1392" "algo1" "Inst.136" 15208.1679261415
"1393" "algo1" "Inst.136" 30884.7126627466
"1394" "algo1" "Inst.136" 14017.5422115284
"1395" "algo1" "Inst.136" 28909.9957942064
"1396" "algo1" "Inst.136" 40796.7348665578
"1397" "algo1" "Inst.136" 21286.5576838837
"1398" "algo1" "Inst.136" 31226.3645515894
"1399" "algo1" "Inst.136" 28231.4638637811
"1400" "algo1" "Inst.136" 22567.1953074259
"1401" "algo1" "Inst.136" 33127.739450845
"1402" "algo1" "Inst.136" 41049.3070875861
"1403" "algo1" "Inst.136" 33053.7237867791
"1404" "algo1" "Inst.136" 35999.4419778847
"1405" "algo1" "Inst.136" 15438.4687290553
"1406" "algo1" "Inst.136" 38026.6035665985
"1407" "algo1" "Inst.136" 18535.8847671534
"1408" "algo1" "Inst.136" 12769.5468360225
"1409" "algo1" "Inst.136" 11631.8435836623
"1410" "algo1" "Inst.136" 46707.9901965955
"1411" "algo1" "Inst.136" 27401.1908732883
"1412" "algo1" "Inst.136" 21360.640589963
"1413" "algo1" "Inst.136" 30192.8282361445
"1414" "algo1" "Inst.136" 28245.3816787127
"1415" "algo1" "Inst.136" 11327.4857620217
"1416" "algo1" "Inst.136" 41035.7554741728
"1417" "algo1" "Inst.136" 22497.3117509583
"1418" "algo1" "Inst.136" 32243.1450583404
"1419" "algo1" "Inst.136" 24350.6970628033
"1420" "algo1" "Inst.136" 33072.0319170705
"1421" "algo2" "Inst.136" 8.00010183096598
"1422" "algo2" "Inst.136" 7.74555514445851
"1423" "algo2" "Inst.136" 133.280001054884
"1424" "algo2" "Inst.136" 7.88887361556699
"1425" "algo2" "Inst.136" 8.91924612043665
"1426" "algo2" "Inst.136" 14.3425490911201
"1427" "algo2" "Inst.136" 111.737612081758
"1428" "algo2" "Inst.136" 95.3356163776038
"1429" "algo2" "Inst.136" 10.9814568727236
"1430" "algo2" "Inst.136" 22.23106475227
"1431" "algo2" "Inst.136" 8.13933884947256
"1432" "algo2" "Inst.136" 7.29683288232462
"1433" "algo2" "Inst.136" 125.95216205127
"1434" "algo2" "Inst.136" 5.5238352754692
"1435" "algo2" "Inst.136" 8.94734450330072
"1436" "algo2" "Inst.136" 156.421530437686
"1437" "algo2" "Inst.136" 173.406240039914
"1438" "algo2" "Inst.136" 14.7239454395433
"1439" "algo2" "Inst.136" 39.3704781748581
"1440" "algo2" "Inst.136" 2968.39136422578
"1441" "algo1" "Inst.48" 15539.9131235918
"1442" "algo1" "Inst.48" 10851.1190950233
"1443" "algo1" "Inst.48" 20911.5580881256
"1444" "algo1" "Inst.48" 26630.4104533939
"1445" "algo1" "Inst.48" 40541.1739059427
"1446" "algo1" "Inst.48" 12848.9088855305
"1447" "algo1" "Inst.48" 28809.4280209518
"1448" "algo1" "Inst.48" 30310.6931522181
"1449" "algo1" "Inst.48" 36807.1920166383
"1450" "algo1" "Inst.48" 32878.6943553055
"1451" "algo1" "Inst.48" 28750.7268065932
"1452" "algo1" "Inst.48" 47949.4602550709
"1453" "algo1" "Inst.48" 24486.0837097986
"1454" "algo1" "Inst.48" 36338.8571598409
"1455" "algo1" "Inst.48" 41302.0641753252
"1456" "algo1" "Inst.48" 20602.3306351221
"1457" "algo1" "Inst.48" 31273.0118019929
"1458" "algo1" "Inst.48" 16938.5459015126
"1459" "algo1" "Inst.48" 10772.008163973
"1460" "algo1" "Inst.48" 25237.5328134527
"1461" "algo1" "Inst.48" 24158.2754483572
"1462" "algo1" "Inst.48" 32608.586107785
"1463" "algo1" "Inst.48" 16995.3931456658
"1464" "algo1" "Inst.48" 30559.3889102587
"1465" "algo1" "Inst.48" 54298.24313274
"1466" "algo1" "Inst.48" 27371.2729861266
"1467" "algo1" "Inst.48" 14027.1013435465
"1468" "algo1" "Inst.48" 26240.1601073565
"1469" "algo1" "Inst.48" 29465.945095037
"1470" "algo1" "Inst.48" 34044.6520746374
"1471" "algo1" "Inst.48" 16418.3872114475
"1472" "algo1" "Inst.48" 22155.976497805
"1473" "algo1" "Inst.48" 47973.0897907077
"1474" "algo1" "Inst.48" 16119.8609396592
"1475" "algo1" "Inst.48" 12746.4148180085
"1476" "algo1" "Inst.48" 7813.42063980987
"1477" "algo1" "Inst.48" 37546.901746598
"1478" "algo1" "Inst.48" 43016.8352913934
"1479" "algo1" "Inst.48" 23176.710550171
"1480" "algo1" "Inst.48" 14997.7674948486
"1481" "algo2" "Inst.48" 57.2565697622758
"1482" "algo2" "Inst.48" 9.59044747314183
"1483" "algo2" "Inst.48" 6.54281165654323
"1484" "algo2" "Inst.48" 142.325987939573
"1485" "algo2" "Inst.48" 12.3540811657816
"1486" "algo2" "Inst.48" 8.79380612486479
"1487" "algo2" "Inst.48" 9.64211566793224
"1488" "algo2" "Inst.48" 19.0043886908461
"1489" "algo2" "Inst.48" 22.6170106533805
"1490" "algo2" "Inst.48" 7.4258132027162
"1491" "algo2" "Inst.48" 10.6081201526795
"1492" "algo2" "Inst.48" 97.2897310526849
"1493" "algo2" "Inst.48" 108.669123509211
"1494" "algo2" "Inst.48" 8.13034630137258
"1495" "algo2" "Inst.48" 5.35156602712511
"1496" "algo2" "Inst.48" 22.2502681127507
"1497" "algo2" "Inst.48" 112.223168823227
"1498" "algo2" "Inst.48" 25.2214926607656
"1499" "algo2" "Inst.48" 4.77008341118302
"1500" "algo2" "Inst.48" 147.169154381735
"1501" "algo1" "Inst.132" 6201.11639207553
"1502" "algo1" "Inst.132" 27107.5374012979
"1503" "algo1" "Inst.132" 29387.1427635607
"1504" "algo1" "Inst.132" 16250.544495527
"1505" "algo1" "Inst.132" 10631.4306406493
"1506" "algo1" "Inst.132" 27148.6870993568
"1507" "algo1" "Inst.132" 32617.1856400255
"1508" "algo1" "Inst.132" 17585.4662578731
"1509" "algo1" "Inst.132" 21919.2382728722
"1510" "algo1" "Inst.132" 46181.6582637711
"1511" "algo1" "Inst.132" 33656.3947310186
"1512" "algo1" "Inst.132" 12879.105967047
"1513" "algo1" "Inst.132" 17018.0577756315
"1514" "algo1" "Inst.132" 24842.7876570942
"1515" "algo1" "Inst.132" 16901.8819033682
"1516" "algo1" "Inst.132" 20946.9995528857
"1517" "algo1" "Inst.132" 40376.8023568429
"1518" "algo1" "Inst.132" 13003.9523760635
"1519" "algo1" "Inst.132" 20691.0362170624
"1520" "algo1" "Inst.132" 38767.5461695396
"1521" "algo1" "Inst.132" 29097.4386852974
"1522" "algo1" "Inst.132" 5117.90874176069
"1523" "algo1" "Inst.132" 29895.5956115532
"1524" "algo1" "Inst.132" 31594.2235442447
"1525" "algo1" "Inst.132" 37332.2522327434
"1526" "algo1" "Inst.132" 12742.1110766009
"1527" "algo1" "Inst.132" 14998.8930112327
"1528" "algo1" "Inst.132" 43168.4141482766
"1529" "algo1" "Inst.132" 9108.7853099684
"1530" "algo1" "Inst.132" 47825.1279932061
"1531" "algo1" "Inst.132" 50738.3929352824
"1532" "algo1" "Inst.132" 40554.7760355524
"1533" "algo1" "Inst.132" 27769.8884286616
"1534" "algo1" "Inst.132" 43430.4059048927
"1535" "algo1" "Inst.132" 24082.8205271533
"1536" "algo1" "Inst.132" 27076.2610117382
"1537" "algo1" "Inst.132" 45595.8634312849
"1538" "algo1" "Inst.132" 9354.85326886853
"1539" "algo1" "Inst.132" 19590.4424259516
"1540" "algo1" "Inst.132" 13948.9590464748
"1541" "algo2" "Inst.132" 7.40491832956352
"1542" "algo2" "Inst.132" 93.3588597669746
"1543" "algo2" "Inst.132" 12.0829832894007
"1544" "algo2" "Inst.132" 8.76505932773295
"1545" "algo2" "Inst.132" 6.02967373715954
"1546" "algo2" "Inst.132" 4.82564706964036
"1547" "algo2" "Inst.132" 1257.85425441067
"1548" "algo2" "Inst.132" 8.81784846828971
"1549" "algo2" "Inst.132" 7.10916045776822
"1550" "algo2" "Inst.132" 7.00061224883912
"1551" "algo2" "Inst.132" 7.01718523872348
"1552" "algo2" "Inst.132" 11.1569013269271
"1553" "algo2" "Inst.132" 7.25979934394313
"1554" "algo2" "Inst.132" 4.16921152599004
"1555" "algo2" "Inst.132" 853.56225071396
"1556" "algo2" "Inst.132" 768.555175421958
"1557" "algo2" "Inst.132" 199.868991241032
"1558" "algo2" "Inst.132" 17.1676188490739
"1559" "algo2" "Inst.132" 12.8179240238316
"1560" "algo2" "Inst.132" 11.0696080428766
"1561" "algo1" "Inst.124" 29962.128567357
"1562" "algo1" "Inst.124" 36253.4725063041
"1563" "algo1" "Inst.124" 19468.2097356886
"1564" "algo1" "Inst.124" 31340.2054341755
"1565" "algo1" "Inst.124" 9260.32169733545
"1566" "algo1" "Inst.124" 17496.3141432455
"1567" "algo1" "Inst.124" 54957.571705096
"1568" "algo1" "Inst.124" 16540.5434235804
"1569" "algo1" "Inst.124" 29947.9457907564
"1570" "algo1" "Inst.124" 36105.3442027797
"1571" "algo1" "Inst.124" 19187.0358468521
"1572" "algo1" "Inst.124" 11454.6357401988
"1573" "algo1" "Inst.124" 42388.4018008139
"1574" "algo1" "Inst.124" 30758.6239604214
"1575" "algo1" "Inst.124" 12117.732540194
"1576" "algo1" "Inst.124" 39332.3339497123
"1577" "algo1" "Inst.124" 20915.1826609638
"1578" "algo1" "Inst.124" 25750.3194464844
"1579" "algo1" "Inst.124" 20606.0894275162
"1580" "algo1" "Inst.124" 23016.7024166363
"1581" "algo1" "Inst.124" 25008.4123698426
"1582" "algo1" "Inst.124" 26052.6512309226
"1583" "algo1" "Inst.124" 41874.4109194375
"1584" "algo1" "Inst.124" 22512.592065963
"1585" "algo1" "Inst.124" 14577.4897421207
"1586" "algo1" "Inst.124" 23640.155007605
"1587" "algo1" "Inst.124" 31228.082103557
"1588" "algo1" "Inst.124" 16652.2331831533
"1589" "algo1" "Inst.124" 12526.1763672371
"1590" "algo1" "Inst.124" 28910.987717958
"1591" "algo1" "Inst.124" 22117.3379515413
"1592" "algo1" "Inst.124" 16660.822840969
"1593" "algo1" "Inst.124" 12025.0559321751
"1594" "algo1" "Inst.124" 25423.0386234931
"1595" "algo1" "Inst.124" 31344.7303553644
"1596" "algo1" "Inst.124" 15381.5234455134
"1597" "algo1" "Inst.124" 14969.8567543983
"1598" "algo1" "Inst.124" 19385.8350353791
"1599" "algo1" "Inst.124" 32976.8325813925
"1600" "algo1" "Inst.124" 14541.3060726868
"1601" "algo2" "Inst.124" 262.931706718636
"1602" "algo2" "Inst.124" 6.71833910172065
"1603" "algo2" "Inst.124" 8.12181081790196
"1604" "algo2" "Inst.124" 51.4742632625837
"1605" "algo2" "Inst.124" 27.4885818875124
"1606" "algo2" "Inst.124" 38.560339544322
"1607" "algo2" "Inst.124" 17.2252917965563
"1608" "algo2" "Inst.124" 8.32244212594862
"1609" "algo2" "Inst.124" 6.29467730791125
"1610" "algo2" "Inst.124" 128.813235631527
"1611" "algo2" "Inst.124" 4.45055855703808
"1612" "algo2" "Inst.124" 14.3220174560653
"1613" "algo2" "Inst.124" 240.455332791762
"1614" "algo2" "Inst.124" 6.96232494915214
"1615" "algo2" "Inst.124" 13.8474641099398
"1616" "algo2" "Inst.124" 7.67407454217392
"1617" "algo2" "Inst.124" 17.718192672293
"1618" "algo2" "Inst.124" 5.56834905618226
"1619" "algo2" "Inst.124" 9.27443716875714
"1620" "algo2" "Inst.124" 8.56401022167785
"1621" "algo1" "Inst.85" 32444.4081179626
"1622" "algo1" "Inst.85" 14910.8373170946
"1623" "algo1" "Inst.85" 42905.8627085003
"1624" "algo1" "Inst.85" 7585.53041480151
"1625" "algo1" "Inst.85" 22355.3486862747
"1626" "algo1" "Inst.85" 31352.3724186732
"1627" "algo1" "Inst.85" 14084.8612141289
"1628" "algo1" "Inst.85" 28033.7417055137
"1629" "algo1" "Inst.85" 5628.49885645864
"1630" "algo1" "Inst.85" 29105.5370224858
"1631" "algo1" "Inst.85" 15978.5589931521
"1632" "algo1" "Inst.85" 23813.2168426068
"1633" "algo1" "Inst.85" 41288.6194868489
"1634" "algo1" "Inst.85" 14846.051910349
"1635" "algo1" "Inst.85" 19227.569595184
"1636" "algo1" "Inst.85" 14454.4530454504
"1637" "algo1" "Inst.85" 35194.8537748972
"1638" "algo1" "Inst.85" 15824.0712076118
"1639" "algo1" "Inst.85" 5466.57180783414
"1640" "algo1" "Inst.85" 19708.0916071881
"1641" "algo1" "Inst.85" 27961.7965643827
"1642" "algo1" "Inst.85" 33047.1351424078
"1643" "algo1" "Inst.85" 10597.0997517607
"1644" "algo1" "Inst.85" 18128.7838076821
"1645" "algo1" "Inst.85" 10344.5857883269
"1646" "algo1" "Inst.85" 9277.79644154355
"1647" "algo1" "Inst.85" 16624.2809224018
"1648" "algo1" "Inst.85" 18471.0967489038
"1649" "algo1" "Inst.85" 39800.1586668408
"1650" "algo1" "Inst.85" 53293.4050838874
"1651" "algo1" "Inst.85" 49110.0065045945
"1652" "algo1" "Inst.85" 19947.3852318244
"1653" "algo1" "Inst.85" 17607.0932709899
"1654" "algo1" "Inst.85" 22664.4850105093
"1655" "algo1" "Inst.85" 43585.0740977678
"1656" "algo1" "Inst.85" 23359.6825543827
"1657" "algo1" "Inst.85" 14124.3159539326
"1658" "algo1" "Inst.85" 7832.72609518343
"1659" "algo1" "Inst.85" 22472.0640406575
"1660" "algo1" "Inst.85" 24404.7413171752
"1661" "algo2" "Inst.85" 18.2656886643786
"1662" "algo2" "Inst.85" 4.43797416861525
"1663" "algo2" "Inst.85" 9.40884058376001
"1664" "algo2" "Inst.85" 4.76737650763125
"1665" "algo2" "Inst.85" 9.04684131707826
"1666" "algo2" "Inst.85" 10.1513572557589
"1667" "algo2" "Inst.85" 15.0765032451862
"1668" "algo2" "Inst.85" 9.08559796791567
"1669" "algo2" "Inst.85" 104.145556609007
"1670" "algo2" "Inst.85" 70.6039389158842
"1671" "algo2" "Inst.85" 11.6253383137707
"1672" "algo2" "Inst.85" 116.874778234101
"1673" "algo2" "Inst.85" 13.1347844498838
"1674" "algo2" "Inst.85" 16.1756275468269
"1675" "algo2" "Inst.85" 6.61089076394777
"1676" "algo2" "Inst.85" 61.0888736776911
"1677" "algo2" "Inst.85" 63.88457419169
"1678" "algo2" "Inst.85" 9.39046525028939
"1679" "algo2" "Inst.85" 8.77208980487373
"1680" "algo2" "Inst.85" 7.82256574340616
"1681" "algo1" "Inst.49" 48044.5652019139
"1682" "algo1" "Inst.49" 18636.5985202983
"1683" "algo1" "Inst.49" 30875.2574437979
"1684" "algo1" "Inst.49" 9380.12929111249
"1685" "algo1" "Inst.49" 26517.9196116809
"1686" "algo1" "Inst.49" 34441.6742664292
"1687" "algo1" "Inst.49" 13149.310291543
"1688" "algo1" "Inst.49" 33609.3806355625
"1689" "algo1" "Inst.49" 49861.8509278044
"1690" "algo1" "Inst.49" 60065.3747940786
"1691" "algo1" "Inst.49" 45392.5849018275
"1692" "algo1" "Inst.49" 8267.4767303245
"1693" "algo1" "Inst.49" 24985.9111241141
"1694" "algo1" "Inst.49" 58440.0968701184
"1695" "algo1" "Inst.49" 59475.4722504807
"1696" "algo1" "Inst.49" 45843.4335198126
"1697" "algo1" "Inst.49" 22104.6359748473
"1698" "algo1" "Inst.49" 34307.2967696358
"1699" "algo1" "Inst.49" 3534.91993412938
"1700" "algo1" "Inst.49" 44503.4077653006
"1701" "algo1" "Inst.49" 6133.75915541821
"1702" "algo1" "Inst.49" 17349.9619553669
"1703" "algo1" "Inst.49" 29914.849390738
"1704" "algo1" "Inst.49" 26287.7027698671
"1705" "algo1" "Inst.49" 38238.2763636485
"1706" "algo1" "Inst.49" 24794.5989366645
"1707" "algo1" "Inst.49" 18341.983286979
"1708" "algo1" "Inst.49" 16850.9363316502
"1709" "algo1" "Inst.49" 44951.3999997393
"1710" "algo1" "Inst.49" 10027.3691510074
"1711" "algo1" "Inst.49" 21914.7306294286
"1712" "algo1" "Inst.49" 26707.8680038795
"1713" "algo1" "Inst.49" 31034.7349731727
