"","X","algorithm","replicate","instance","group","result"
"2530",2530,2,28,87,20,6358066.91691206
"2531",2531,1,9,112,26,7590258.3658789
"2532",2532,2,21,101,24,7623154.15588468
"2533",2533,2,27,26,6,335069.889900139
"2534",2534,1,5,29,7,929037.418207521
"2535",2535,2,8,140,32,11543363.6389027
"2536",2536,1,29,112,26,7494228.45351871
"2537",2537,1,4,78,18,5077301.27746235
"2538",2538,1,19,137,32,9797811.52915866
"2539",2539,1,28,67,16,4250182.26274846
"2540",2540,1,27,5,2,51.8340152896607
"2541",2541,1,6,45,11,2201506.92120509
"2542",2542,1,1,117,27,7718714.2623834
"2543",2543,1,25,119,28,8596360.72645857
"2544",2544,1,9,41,10,1728333.63916773
"2545",2545,1,28,71,17,4416398.71335824
"2546",2546,1,25,85,20,5999084.68328935
"2547",2547,1,30,72,17,4373021.62994369
"2548",2548,2,26,66,16,2995877.24046664
"2549",2549,1,22,83,19,4507492.72271983
"2550",2550,1,5,106,25,8162896.19898912
"2551",2551,2,2,51,12,3391269.20879036
"2552",2552,2,3,20,5,1868.17625056379
"2553",2553,1,23,116,27,8377717.72930672
"2554",2554,2,24,25,6,348106.18938737
"2555",2555,1,18,133,31,10361080.9931554
"2556",2556,2,19,97,23,6607843.27470154
"2557",2557,2,29,87,20,5733171.21456685
"2558",2558,1,6,149,34,11253908.4284461
"2559",2559,1,28,118,27,8654900.99580721
"2560",2560,1,18,73,17,4785400.18452076
"2561",2561,1,23,95,22,5572923.57281829
"2562",2562,1,4,146,34,11285188.2812188
"2563",2563,2,4,63,15,2660565.9254812
"2564",2564,2,15,35,8,565638.308913424
"2565",2565,1,27,108,25,6600290.47403026
"2566",2566,1,9,77,18,4785900.41968231
"2567",2567,2,28,32,8,236588.658186076
"2568",2568,2,16,39,9,370983.243434634
"2569",2569,2,2,28,7,102494.655992518
"2570",2570,2,14,85,20,5456456.63209536
"2571",2571,1,18,23,6,455742.668736115
"2572",2572,2,21,139,32,9666394.95162015
"2573",2573,2,27,42,10,886410.454306932
"2574",2574,2,28,92,21,4213688.88563639
"2575",2575,1,6,25,6,595517.922104301
"2576",2576,2,11,13,3,4015.86188697436
"2577",2577,2,8,33,8,730643.242580663
"2578",2578,1,17,140,32,10565322.6805676
"2579",2579,1,23,77,18,5231786.04480472
"2580",2580,1,29,103,24,6425628.2897424
"2581",2581,2,16,96,22,6857442.46445511
"2582",2582,2,19,40,10,543854.970166636
"2583",2583,2,24,89,21,6221357.62410588
"2584",2584,1,1,104,24,7356426.08302778
"2585",2585,2,20,62,15,3632060.31011889
"2586",2586,2,3,96,22,6213799.93679287
"2587",2587,2,23,149,34,10826678.6443045
"2588",2588,1,22,21,5,418072.799042046
"2589",2589,2,17,37,9,830183.459083172
"2590",2590,1,18,138,32,11554255.7993805
"2591",2591,1,22,41,10,1690611.44239159
"2592",2592,2,25,87,20,5148968.4692176
"2593",2593,2,20,53,13,2744326.7063407
"2594",2594,2,23,15,4,733.564019113908
"2595",2595,1,24,34,8,1199133.89096915
"2596",2596,1,7,90,21,6677533.35245333
"2597",2597,1,18,71,17,5095564.0241751
"2598",2598,1,13,80,19,5980677.19519561
"2599",2599,2,8,99,23,7044502.38848496
"2600",2600,1,11,95,22,6795217.01677393
"2601",2601,2,22,148,34,11467159.4178706
"2602",2602,2,7,3,1,2.35027696075212e-25
"2603",2603,1,29,63,15,3395430.97357405
"2604",2604,1,16,5,2,223.981424181298
"2605",2605,2,16,63,15,3457641.33571867
"2606",2606,2,24,83,19,5534774.40705105
"2607",2607,2,2,38,9,614453.345008663
"2608",2608,1,21,51,12,2457273.67649551
"2609",2609,2,21,70,16,3844532.30741579
"2610",2610,2,5,29,7,233538.723169788
"2611",2611,2,27,146,34,11963972.5845768
"2612",2612,1,25,114,27,8596172.70817837
"2613",2613,1,22,82,19,5448761.85300101
"2614",2614,2,27,66,16,3766975.1176772
"2615",2615,1,29,47,11,1989854.71100744
"2616",2616,2,11,88,21,5967675.48164345
"2617",2617,1,17,109,25,7829068.73825439
"2618",2618,1,13,133,31,10529314.2445721
"2619",2619,1,30,57,14,3366002.1532963
"2620",2620,2,15,57,14,3579924.61766398
"2621",2621,2,19,10,3,225.47838886708
"2622",2622,2,21,131,30,10495470.5526401
"2623",2623,1,9,133,31,10020612.2768971
"2624",2624,1,1,16,4,162252.570970801
"2625",2625,2,13,21,5,177207.685662327
"2626",2626,1,21,37,9,1591509.20340824
"2627",2627,1,19,127,29,8949725.19987885
"2628",2628,2,18,20,5,141307.699988932
"2629",2629,1,30,98,23,6704504.38233244
"2630",2630,2,6,145,34,11257224.4275459
"2631",2631,1,20,98,23,5714056.41403824
"2632",2632,1,30,117,27,7899025.50556406
"2633",2633,1,2,147,34,11014061.251599
"2634",2634,1,17,9,3,17845.1962756821
"2635",2635,2,17,6,2,0.000939442519947373
"2636",2636,2,17,31,8,626336.225084755
"2637",2637,2,25,133,31,10030791.2079649
"2638",2638,2,14,73,17,4491564.99322669
"2639",2639,1,29,69,16,2222970.07144288
"2640",2640,2,9,18,5,2464.38415465901
"2641",2641,2,26,6,2,4.97305200095324
"2642",2642,1,9,119,28,7128405.65867845
"2643",2643,1,19,55,13,2728525.83075784
"2644",2644,2,29,23,6,36577.9730964071
"2645",2645,1,6,143,33,10305640.8273502
"2646",2646,1,12,37,9,1737315.99231114
"2647",2647,2,18,105,24,7354606.17082528
"2648",2648,2,28,132,31,9689647.2067357
"2649",2649,1,21,107,25,7065896.58066963
"2650",2650,1,22,136,32,10198382.9017037
"2651",2651,1,4,129,30,10005545.5867365
"2652",2652,1,10,70,16,4603928.70139972
"2653",2653,1,29,114,27,6223838.82463377
"2654",2654,1,9,60,14,2770688.91898164
"2655",2655,2,21,44,11,1425875.84578839
"2656",2656,2,12,64,15,4033299.51453573
"2657",2657,2,13,13,3,524.944006246385
"2658",2658,2,12,6,2,0.00822945933224301
"2659",2659,1,8,25,6,538700.967249987
"2660",2660,2,2,116,27,8758702.18640234
"2661",2661,1,17,14,4,167115.018943102
"2662",2662,2,28,109,25,6724275.36685104
"2663",2663,2,2,145,34,12261982.2934104
"2664",2664,1,7,148,34,11916527.1046546
"2665",2665,1,28,76,18,3853418.1969963
"2666",2666,2,13,54,13,3463126.49539839
"2667",2667,2,25,42,10,798276.443287622
"2668",2668,1,29,123,29,9160555.62183645
"2669",2669,2,21,20,5,60805.8960431552
"2670",2670,2,21,52,12,1794105.69636959
"2671",2671,1,21,113,26,8650267.65969441
"2672",2672,1,16,114,27,8231825.86696758
"2673",2673,1,1,54,13,2946707.66188799
"2674",2674,1,14,131,30,8976624.6196817
"2675",2675,1,21,7,2,890.15591796682
"2676",2676,2,17,104,24,7116639.51116896
"2677",2677,1,7,46,11,2029840.27416428
"2678",2678,1,2,111,26,7774496.32813833
"2679",2679,1,24,5,2,88.3589018618731
"2680",2680,2,7,102,24,6154437.07652302
"2681",2681,1,4,76,18,4618952.67192117
"2682",2682,1,27,121,28,8894990.49749343
"2683",2683,1,3,115,27,7819602.42533171
"2684",2684,1,21,98,23,6696312.40553963
"2685",2685,2,2,85,20,5218765.71333038
"2686",2686,1,11,121,28,8185945.91885558
"2687",2687,1,13,117,27,7405852.81176758
"2688",2688,1,21,10,3,17474.7595007345
"2689",2689,1,1,134,31,10076388.9839199
"2690",2690,1,5,138,32,10278556.4434162
"2691",2691,2,11,91,21,6093382.88945075
"2692",2692,1,2,33,8,850287.985444023
"2693",2693,1,15,107,25,6584784.87913517
"2694",2694,2,13,67,16,4567594.68782915
"2695",2695,1,12,12,3,105798.426474422
"2696",2696,2,22,100,23,7033766.84097729
"2697",2697,2,17,55,13,3482118.7011019
"2698",2698,1,23,121,28,8860177.156058
"2699",2699,1,19,145,34,11213305.5688641
"2700",2700,1,18,47,11,2408061.86137396
"2701",2701,2,4,38,9,791663.117542006
"2702",2702,1,11,43,10,2006483.73549807
"2703",2703,2,5,34,8,809020.408623445
"2704",2704,1,25,127,29,9923285.96933522
"2705",2705,2,10,146,34,11991857.7669653
"2706",2706,2,17,129,30,9598913.37692185
"2707",2707,2,1,74,17,4873902.34446619
"2708",2708,1,13,102,24,6069474.52471103
"2709",2709,1,5,83,19,6346449.65827621
"2710",2710,1,20,137,32,9962838.67521402
"2711",2711,1,8,17,4,245171.33351281
"2712",2712,2,10,12,3,97.6525059970009
"2713",2713,1,18,146,34,11967658.6693204
"2714",2714,1,25,99,23,6487878.07646183
"2715",2715,1,5,117,27,8310136.27151422
"2716",2716,1,27,91,21,5454341.71805301
"2717",2717,1,9,148,34,11607734.2993315
"2718",2718,2,1,135,31,10089565.3203174
"2719",2719,1,8,9,3,16142.8972093558
"2720",2720,2,12,28,7,94840.6275343756
"2721",2721,2,22,31,8,619895.071799066
"2722",2722,2,20,77,18,5142643.95059808
"2723",2723,2,14,88,21,4565781.65161647
"2724",2724,1,25,30,7,547884.156758549
"2725",2725,2,11,78,18,4498782.51989844
"2726",2726,2,17,116,27,8210636.41347452
"2727",2727,1,24,24,6,578092.765008404
"2728",2728,2,8,102,24,7733121.2296911
"2729",2729,1,20,91,21,5623218.66721586
"2730",2730,2,21,23,6,73646.7382073804
"2731",2731,2,25,46,11,1459029.04281652
"2732",2732,1,4,44,11,2279190.99673335
"2733",2733,1,1,40,10,1483883.30514243
"2734",2734,1,4,36,9,1512312.26844413
"2735",2735,1,11,77,18,5026354.49938987
"2736",2736,1,3,53,13,3078990.18418941
"2737",2737,1,12,116,27,8653169.92225492
"2738",2738,2,23,57,14,1672846.06113442
"2739",2739,1,1,66,16,3434385.76843366
"2740",2740,1,7,136,32,11225183.5539754
"2741",2741,2,6,37,9,977775.857052311
"2742",2742,1,4,13,3,47710.0384988348
"2743",2743,2,13,116,27,8409307.47748781
"2744",2744,1,19,36,9,1286865.12604954
"2745",2745,2,10,86,20,6102568.6183903
"2746",2746,1,13,139,32,9911764.34033494
"2747",2747,1,18,123,29,9243984.45342845
"2748",2748,2,29,96,22,7071800.18480695
"2749",2749,1,1,62,15,3952937.20866064
"2750",2750,2,29,133,31,9195592.55301818
"2751",2751,1,12,73,17,4422786.59829034
"2752",2752,2,13,85,20,5375164.25127426
"2753",2753,1,21,106,25,8038411.71765328
"2754",2754,1,1,43,10,1171321.10260725
"2755",2755,2,18,97,23,5689849.33579371
"2756",2756,1,24,25,6,477147.365971915
"2757",2757,1,25,20,5,261491.062855795
"2758",2758,1,23,87,20,5915035.31122799
"2759",2759,1,26,104,24,7202115.91582032
"2760",2760,2,13,125,29,7618016.71918247
"2761",2761,1,18,56,13,3540978.74854444
"2762",2762,2,19,89,21,5779880.55698483
"2763",2763,2,16,105,24,7605124.29509607
"2764",2764,2,26,135,31,10373285.8920879
"2765",2765,1,29,107,25,8142283.53236879
"2766",2766,2,18,41,10,976323.265485688
"2767",2767,1,6,59,14,3563084.46600369
"2768",2768,1,11,106,25,6310569.99203587
"2769",2769,1,15,57,14,3082653.47844433
"2770",2770,2,7,81,19,5487879.34076879
"2771",2771,1,24,86,20,6095928.680558
"2772",2772,1,9,25,6,688714.238933707
"2773",2773,2,3,21,5,23256.4695070369
"2774",2774,2,4,22,6,144857.099091798
"2775",2775,1,27,134,31,10074232.9706005
"2776",2776,2,21,46,11,1215780.48720752
"2777",2777,2,16,5,2,5.31838871258482e-12
"2778",2778,1,6,56,13,3271479.78248055
"2779",2779,2,14,143,33,11049231.3622602
"2780",2780,1,30,23,6,379375.163006414
"2781",2781,1,11,117,27,7308662.53320927
"2782",2782,2,15,99,23,6185125.44040226
"2783",2783,1,10,46,11,2311316.20574842
"2784",2784,1,26,41,10,1914015.23956373
"2785",2785,1,3,17,4,166731.178185824
"2786",2786,1,20,38,9,1548642.34723295
"2787",2787,2,30,20,5,20434.3795872118
"2788",2788,1,28,64,15,3703224.33193625
"2789",2789,1,23,30,7,803450.15567451
"2790",2790,2,10,96,22,6202383.61090428
"2791",2791,2,20,42,10,545543.171376474
"2792",2792,1,1,93,22,5893396.61261683
"2793",2793,2,8,38,9,962374.232734603
"2794",2794,1,4,9,3,5118.72731071975
"2795",2795,2,14,82,19,5214746.26982642
"2796",2796,2,9,65,15,4024099.0774139
"2797",2797,2,21,138,32,9907588.66774532
"2798",2798,2,15,47,11,1119011.09202298
"2799",2799,2,24,91,21,6528023.97980571
"2800",2800,1,18,26,6,583913.712339478
"2801",2801,2,30,78,18,4728944.17635706
"2802",2802,1,28,43,10,2231973.12669024
"2803",2803,2,18,81,19,5792800.55062034
"2804",2804,2,23,63,15,3636030.449882
"2805",2805,1,13,137,32,10350929.5120926
"2806",2806,2,30,127,29,8311328.96895092
"2807",2807,1,24,88,21,6399906.93167114
"2808",2808,1,20,8,2,4456.79617368255
"2809",2809,1,3,19,5,278544.006023427
"2810",2810,2,2,112,26,7403923.44082349
"2811",2811,2,4,83,19,4359472.82800194
"2812",2812,1,14,38,9,1658699.76604201
"2813",2813,2,16,30,7,224183.097751377
"2814",2814,1,29,83,19,4615446.38065981
"2815",2815,2,26,124,29,10116464.792918
"2816",2816,1,27,102,24,7891370.52314728
"2817",2817,1,7,149,34,10984026.5104155
"2818",2818,1,3,9,3,19928.2323674896
"2819",2819,2,11,64,15,3430414.93334199
"2820",2820,2,11,86,20,5574869.46231763
"2821",2821,2,23,30,7,636674.82065768
"2822",2822,2,22,107,25,7935948.17668132
"2823",2823,2,25,139,32,11060194.7921133
"2824",2824,2,11,48,11,3282580.43631929
"2825",2825,1,26,58,14,3132259.82155996
"2826",2826,2,12,87,20,5713209.86928982
"2827",2827,2,21,31,8,368371.761451616
"2828",2828,1,18,119,28,8851927.78435948
"2829",2829,1,5,35,8,1393191.61240422
"2830",2830,2,6,115,27,7655063.17700564
"2831",2831,1,4,80,19,5411698.46324814
"2832",2832,2,6,138,32,10226425.0659092
"2833",2833,1,6,68,16,3556160.05433
"2834",2834,1,24,125,29,10400068.9161474
"2835",2835,1,22,33,8,866080.912928061
"2836",2836,2,15,89,21,6254822.26336072
"2837",2837,1,28,142,33,11297839.1488812
"2838",2838,2,30,128,30,9311761.19581962
"2839",2839,1,4,149,34,10750060.1663843
"2840",2840,1,19,88,21,6640635.08257651
"2841",2841,2,26,67,16,4565530.46181714
"2842",2842,2,24,51,12,1347779.75661458
"2843",2843,2,13,3,1,5.62155928354153e-24
"2844",2844,1,15,45,11,2487602.61657651
"2845",2845,2,3,78,18,4876291.97991859
"2846",2846,2,12,83,19,4979169.54226833
"2847",2847,2,25,90,21,5247422.30254083
"2848",2848,2,10,50,12,1920539.01081732
"2849",2849,2,23,113,26,7447994.56399733
"2850",2850,2,8,117,27,9418000.02936171
"2851",2851,1,9,84,20,5711821.62601141
"2852",2852,1,6,132,31,10302198.8981858
"2853",2853,1,7,32,8,831601.993613396
"2854",2854,2,22,98,23,6721514.68609847
"2855",2855,1,25,93,22,6423712.61882337
"2856",2856,1,11,115,27,8490236.81586643
"2857",2857,1,17,81,19,4380987.46757556
"2858",2858,1,18,45,11,2566950.27269104
"2859",2859,1,19,118,27,8197635.57505739
"2860",2860,2,19,30,7,479518.26388625
"2861",2861,1,4,14,4,165594.141185452
"2862",2862,2,1,36,9,662335.79943953
"2863",2863,1,17,102,24,7584343.8130704
"2864",2864,1,30,29,7,597539.728764356
"2865",2865,1,7,82,19,5787444.66188976
"2866",2866,2,7,46,11,1374918.71279775
"2867",2867,1,10,10,3,40494.4028164085
"2868",2868,1,20,88,21,6319192.09003284
"2869",2869,1,19,59,14,3345339.12853318
"2870",2870,2,5,85,20,5606776.14567296
"2871",2871,1,2,74,17,2525218.22504336
"2872",2872,1,18,116,27,7918450.13482824
"2873",2873,2,26,114,27,8911411.97301292
"2874",2874,1,26,67,16,4835230.53255696
"2875",2875,2,13,2,1,0
"2876",2876,2,8,30,7,140814.764403454
"2877",2877,1,4,59,14,3192451.90616139
"2878",2878,1,10,136,32,11166149.4490583
"2879",2879,1,4,11,3,56307.1100373314
"2880",2880,1,21,28,7,778365.854376763
"2881",2881,2,29,120,28,9878689.94591024
"2882",2882,1,5,102,24,6433189.29319502
"2883",2883,2,17,52,12,1164836.29136978
"2884",2884,2,1,121,28,9552050.63126714
"2885",2885,1,13,129,30,9331882.60283276
"2886",2886,1,15,84,20,5189998.64942278
"2887",2887,2,18,101,24,6760073.44003483
"2888",2888,1,22,3,1,1.32210328469684
"2889",2889,2,23,12,3,643.242420798113
"2890",2890,2,15,92,21,6362367.62678459
"2891",2891,1,21,114,27,7813585.94472253
"2892",2892,2,4,4,1,9.28821833006354e-13
"2893",2893,2,10,119,28,8469224.66885653
"2894",2894,2,19,140,32,9985459.28084923
"2895",2895,2,29,97,23,5539102.64449504
"2896",2896,1,19,58,14,3910001.00735916
"2897",2897,2,4,9,3,8.55401780901087
"2898",2898,1,19,68,16,3880565.68361223
"2899",2899,2,4,130,30,9536588.84098886
"2900",2900,2,9,40,10,931541.475531436
"2901",2901,1,8,58,14,3392731.70756099
"2902",2902,1,7,67,16,4731708.39795694
"2903",2903,2,16,131,30,10020785.6467587
"2904",2904,2,14,98,23,7068769.39196223
"2905",2905,1,10,56,13,3340637.83517971
"2906",2906,2,5,23,6,336202.348101242
"2907",2907,2,1,118,27,8761600.09316188
"2908",2908,2,12,137,32,10422126.7575145
"2909",2909,2,2,115,27,8410005.69243147
"2910",2910,2,23,144,33,10597596.0768354
"2911",2911,2,1,103,24,7180491.85617704
"2912",2912,1,28,51,12,2435437.16850673
"2913",2913,1,19,105,24,6574016.4976041
"2914",2914,1,12,2,1,0.00851996135523155
"2915",2915,2,26,90,21,6133122.28977631
"2916",2916,1,20,11,3,56337.8019994363
"2917",2917,1,18,57,14,2216313.60369283
"2918",2918,1,13,16,4,203107.606759073
"2919",2919,2,21,64,15,3207506.12560484
"2920",2920,2,25,113,26,8931295.71828931
"2921",2921,2,12,70,16,3941663.62126743
"2922",2922,1,10,109,25,7314668.99267528
"2923",2923,1,20,114,27,9643674.39964353
"2924",2924,1,12,112,26,8731328.89687256
"2925",2925,2,5,111,26,8283861.8085343
"2926",2926,2,27,31,8,292741.876457343
"2927",2927,2,24,147,34,9473020.93242987
"2928",2928,2,18,21,5,27514.6219462525
"2929",2929,2,15,134,31,10814042.968625
"2930",2930,1,4,49,12,2748721.9002983
"2931",2931,2,25,29,7,313600.468172572
"2932",2932,2,24,114,27,8548777.49729039
"2933",2933,2,17,44,11,1277625.31742759
"2934",2934,2,21,129,30,9718740.05199219
"2935",2935,2,16,59,14,3122138.26982884
"2936",2936,2,27,52,12,2944475.14556339
"2937",2937,1,7,49,12,1994177.66849225
"2938",2938,1,19,11,3,16266.3002700756
"2939",2939,1,30,42,10,1962564.79296315
"2940",2940,2,2,39,9,403707.07843137
"2941",2941,1,24,8,2,5145.35926865015
"2942",2942,1,18,121,28,9321908.1967712
"2943",2943,2,14,130,30,9122467.80779568
"2944",2944,2,1,34,8,249928.293600979
"2945",2945,1,5,78,18,4073525.98570347
"2946",2946,1,4,140,32,8483523.99476806
"2947",2947,1,27,40,10,1787206.21229611
"2948",2948,2,18,138,32,9038514.76359149
"2949",2949,2,26,125,29,8437776.71797198
"2950",2950,1,16,131,30,8391995.8300576
"2951",2951,2,6,57,14,1878022.95836358
"2952",2952,1,26,134,31,9469797.22860153
"2953",2953,1,27,83,19,4758884.52921296
"2954",2954,1,23,14,4,62460.8181950677
"2955",2955,1,5,48,11,2044775.50536768
"2956",2956,2,26,32,8,638336.726159207
"2957",2957,1,21,86,20,5765615.60442517
"2958",2958,2,12,13,3,3362.35470990278
"2959",2959,1,27,89,21,6449932.44992126
"2960",2960,2,5,38,9,859356.281640377
"2961",2961,1,21,93,22,6860800.68840226
"2962",2962,1,13,86,20,5156853.49827465
"2963",2963,1,24,27,7,712722.377697494
"2964",2964,1,28,124,29,8850370.5533117
"2965",2965,2,1,119,28,8588893.77365763
"2966",2966,1,4,143,33,11704696.2504763
"2967",2967,1,27,38,9,1631344.79223152
"2968",2968,1,22,4,1,9.76380535085922
"2969",2969,1,15,58,14,3574248.43955603
"2970",2970,1,18,15,4,147640.8118764
"2971",2971,1,25,23,6,613981.131102352
"2972",2972,2,23,61,14,2413089.51326023
"2973",2973,1,3,67,16,3999449.25491673
"2974",2974,2,5,26,6,50660.4311183222
"2975",2975,1,10,8,2,6213.26759724043
"2976",2976,2,28,25,6,192163.810269923
"2977",2977,2,6,109,25,8398992.95033312
"2978",2978,2,30,146,34,11690545.3568057
"2979",2979,1,11,12,3,59515.5585035196
"2980",2980,1,15,132,31,10224798.1225524
