"","X","algorithm","replicate","instance","group","result"
"1307",1307,2,5,9,3,7.21513618390053
"1308",1308,1,6,129,30,9085647.60120791
"1309",1309,1,14,27,7,673839.580273721
"1310",1310,1,25,59,14,3383817.11294048
"1311",1311,1,30,145,34,10661474.0288354
"1312",1312,2,12,79,19,4901286.46353438
"1313",1313,1,15,85,20,6598106.68684527
"1314",1314,1,17,50,12,2649869.70369335
"1315",1315,1,23,92,21,6997824.57951209
"1316",1316,2,11,138,32,10233270.2031308
"1317",1317,1,5,53,13,3174060.21599862
"1318",1318,2,16,126,29,10237316.0347329
"1319",1319,2,25,107,25,8305017.68524552
"1320",1320,1,2,146,34,10624456.5867855
"1321",1321,1,4,128,30,8445595.25192841
"1322",1322,2,11,50,12,1318738.53386931
"1323",1323,1,21,109,25,7033115.29320289
"1324",1324,2,5,27,7,269142.178507869
"1325",1325,1,28,77,18,4156451.89636819
"1326",1326,2,2,97,23,5607844.03909532
"1327",1327,1,24,20,5,327596.70660359
"1328",1328,1,20,119,28,9008394.77548532
"1329",1329,2,23,110,26,8290552.50860618
"1330",1330,2,12,95,22,6923276.38788766
"1331",1331,1,26,5,2,76.3927756738851
"1332",1332,2,7,33,8,304513.5498461
"1333",1333,2,21,88,21,5949446.34387756
"1334",1334,2,5,124,29,10221654.6146182
"1335",1335,1,1,13,3,119050.192922393
"1336",1336,1,16,11,3,59543.1535970028
"1337",1337,1,30,13,3,122359.857610765
"1338",1338,2,12,24,6,67430.0959388059
"1339",1339,1,20,129,30,8438983.60776762
"1340",1340,1,27,77,18,5406679.40081603
"1341",1341,2,29,46,11,763806.107313039
"1342",1342,2,24,33,8,660548.010620379
"1343",1343,1,24,135,31,10937640.636375
"1344",1344,1,24,19,5,379447.887457017
"1345",1345,1,18,34,8,1295910.78427556
"1346",1346,2,25,74,17,5035853.18712823
"1347",1347,2,13,7,2,0.573352567799613
"1348",1348,1,22,66,16,3258891.50532723
"1349",1349,1,28,34,8,857195.795905647
"1350",1350,1,20,102,24,7411857.98817537
"1351",1351,1,3,6,2,105.849220944452
"1352",1352,1,12,6,2,71.2055380731635
"1353",1353,1,2,75,18,5120795.81935501
"1354",1354,2,28,49,12,1408470.70451159
"1355",1355,2,7,130,30,10370547.1037414
"1356",1356,2,5,113,26,8357148.76175116
"1357",1357,1,25,3,1,0.369377037598047
"1358",1358,2,28,144,33,11724477.2947861
"1359",1359,2,29,111,26,8509601.33225439
"1360",1360,2,19,12,3,24.4855751925563
"1361",1361,2,23,52,12,2271913.01965014
"1362",1362,1,21,79,19,4912230.02486068
"1363",1363,1,22,123,29,9025611.61104195
"1364",1364,2,13,37,9,927623.013460921
"1365",1365,1,21,127,29,7831876.73089338
"1366",1366,1,21,2,1,0.000380585161863629
"1367",1367,1,28,2,1,0.0509979315905921
"1368",1368,1,11,128,30,9160507.08798788
"1369",1369,2,8,143,33,11524238.4429073
"1370",1370,2,17,141,33,10373024.5505305
"1371",1371,2,6,116,27,6966379.83073861
"1372",1372,2,20,52,12,2698655.48517105
"1373",1373,1,10,98,23,6868804.33167966
"1374",1374,2,24,122,28,8981763.70132738
"1375",1375,2,12,76,18,4154543.56785067
"1376",1376,1,26,55,13,2927149.60881896
"1377",1377,1,15,87,20,5308628.31556987
"1378",1378,1,27,62,15,3451064.34189992
"1379",1379,1,2,62,15,4083975.93098118
"1380",1380,2,21,119,28,9095315.67868876
"1381",1381,2,30,106,25,7294301.72321544
"1382",1382,2,26,5,2,8.1294071193243e-09
"1383",1383,1,17,144,33,10381211.3847229
"1384",1384,1,30,131,30,10509905.5492501
"1385",1385,2,22,102,24,7064147.60726623
"1386",1386,1,25,115,27,7754592.53691179
"1387",1387,1,9,15,4,191394.375890319
"1388",1388,2,18,132,31,9132575.7221729
"1389",1389,1,20,80,19,5128424.93076583
"1390",1390,1,2,92,21,6785476.44577701
"1391",1391,1,7,79,19,4821084.08325292
"1392",1392,2,24,112,26,7083669.01430703
"1393",1393,2,1,78,18,5724997.91847518
"1394",1394,1,1,96,22,5623663.88318132
"1395",1395,1,28,134,31,9762549.19357803
"1396",1396,2,17,30,7,124287.712963249
"1397",1397,2,25,136,32,10552146.2534291
"1398",1398,2,28,21,5,80126.2508301282
"1399",1399,1,25,121,28,8945294.2376165
"1400",1400,1,1,2,1,0.0139230668941658
"1401",1401,1,19,14,4,160439.114757836
"1402",1402,1,2,119,28,7931828.76660706
"1403",1403,2,3,69,16,4733386.75134047
"1404",1404,1,7,33,8,1208748.99911137
"1405",1405,1,12,149,34,12567212.6371389
"1406",1406,2,21,63,15,4210299.28559905
"1407",1407,1,16,21,5,481053.464094304
"1408",1408,2,2,21,5,21613.0548403641
"1409",1409,1,23,66,16,4301917.48871003
"1410",1410,2,10,135,31,11485453.0021976
"1411",1411,1,14,56,13,2881821.26931218
"1412",1412,2,16,11,3,71.0195577159024
"1413",1413,2,8,144,33,10928384.9257936
"1414",1414,2,29,9,3,2.38386051731425
"1415",1415,2,22,109,25,7817408.96282058
"1416",1416,1,6,123,29,9827367.5340721
"1417",1417,2,7,133,31,10796031.9198895
"1418",1418,2,27,141,33,10852737.0151781
"1419",1419,2,21,80,19,5297101.87371302
"1420",1420,1,20,146,34,11232471.9277089
"1421",1421,1,17,136,32,10697213.1049964
"1422",1422,2,4,67,16,4740880.59864486
"1423",1423,2,3,10,3,7.47664366899222
"1424",1424,2,2,57,14,3143591.11586037
"1425",1425,1,21,149,34,11340205.606955
"1426",1426,2,11,71,17,3459767.06511386
"1427",1427,1,9,17,4,319106.077674446
"1428",1428,1,2,84,20,5646821.33988683
"1429",1429,1,9,31,8,1055710.54085178
"1430",1430,1,22,63,15,3402484.01394076
"1431",1431,1,24,147,34,11192826.6045315
"1432",1432,2,26,37,9,855997.76997909
"1433",1433,2,24,127,29,8581882.82790263
"1434",1434,2,12,97,23,7195814.58733514
"1435",1435,1,23,39,9,1886197.10402618
"1436",1436,2,25,51,12,1590628.12147058
"1437",1437,2,22,18,5,1391.16302126374
"1438",1438,1,10,18,5,376031.026548135
"1439",1439,1,29,135,31,10057066.468475
"1440",1440,2,2,4,1,2.33933229343332e-09
"1441",1441,2,9,88,21,5940039.11018326
"1442",1442,2,3,125,29,9958980.63268974
"1443",1443,1,14,47,11,2720317.17757819
"1444",1444,2,4,91,21,5583975.8109516
"1445",1445,2,13,35,8,803781.328700188
"1446",1446,1,27,32,8,1063511.58819433
"1447",1447,2,29,135,31,11341194.7113944
"1448",1448,2,16,15,4,6898.97933438702
"1449",1449,2,19,41,10,956215.741430495
"1450",1450,2,14,64,15,3969403.24578852
"1451",1451,2,8,17,4,664.104232678868
"1452",1452,1,5,30,7,875139.449867033
"1453",1453,1,8,64,15,3041855.97245369
"1454",1454,1,22,22,6,430548.430831278
"1455",1455,1,28,50,12,2449486.32540215
"1456",1456,1,8,66,16,2957676.72489496
"1457",1457,2,1,146,34,11571380.9498958
"1458",1458,1,10,110,26,6358126.89230305
"1459",1459,1,11,6,2,267.812553804926
"1460",1460,2,25,30,7,436609.798164812
"1461",1461,2,2,63,15,3728472.78164676
"1462",1462,1,11,74,17,4554326.48095375
"1463",1463,1,19,85,20,6700268.30465768
"1464",1464,2,26,52,12,1745399.61109005
"1465",1465,1,2,114,27,8972078.42088009
"1466",1466,1,24,108,25,8327049.13154739
"1467",1467,1,25,128,30,9355579.43311927
"1468",1468,2,20,141,33,10376395.0827525
"1469",1469,1,17,100,23,7564468.84680766
"1470",1470,2,16,87,20,5707800.6465839
"1471",1471,2,23,21,5,13814.910562425
"1472",1472,1,12,139,32,10133570.4380763
"1473",1473,2,7,127,29,9145035.94693827
"1474",1474,2,6,139,32,10091346.8425883
"1475",1475,1,1,140,32,9367054.51362967
"1476",1476,1,10,47,11,2535143.58321718
"1477",1477,2,27,27,7,498712.825451341
"1478",1478,2,13,76,18,3385225.34408282
"1479",1479,2,2,131,30,8836298.48526091
"1480",1480,1,15,13,3,104837.230335416
"1481",1481,1,10,72,17,3383028.62475511
"1482",1482,2,30,30,7,141908.611749711
"1483",1483,1,26,115,27,7185175.38645895
"1484",1484,2,21,136,32,10800564.727747
"1485",1485,2,7,58,14,3310944.74323951
"1486",1486,1,3,75,18,4834629.69248792
"1487",1487,1,7,73,17,4602134.56268789
"1488",1488,2,23,32,8,283028.326733229
"1489",1489,1,28,21,5,310936.48590651
"1490",1490,2,11,19,5,47186.8215566351
"1491",1491,1,26,12,3,40811.4791194486
"1492",1492,2,9,79,19,4958137.58231445
"1493",1493,1,23,67,16,3210339.52158213
"1494",1494,1,8,84,20,5007512.44166594
"1495",1495,2,9,107,25,6889368.26368155
"1496",1496,2,1,12,3,349.293937281368
"1497",1497,1,11,15,4,180303.106911706
"1498",1498,2,22,53,13,886557.454491308
"1499",1499,2,22,89,21,6496352.89761337
"1500",1500,1,19,80,19,4626550.32869093
"1501",1501,1,21,45,11,1727623.31703688
"1502",1502,1,28,113,26,7927930.18675774
"1503",1503,1,1,131,30,10207242.8424223
"1504",1504,2,16,16,4,16664.6205063784
"1505",1505,2,24,66,16,3930286.44991839
"1506",1506,1,24,22,6,471297.725707742
"1507",1507,1,24,12,3,94155.0562284678
"1508",1508,2,1,147,34,11517424.5682352
"1509",1509,2,4,131,30,10315340.5426627
"1510",1510,2,22,8,2,22.5873990695522
"1511",1511,2,4,39,9,752931.114397506
"1512",1512,1,5,50,12,2585455.55595103
"1513",1513,1,6,128,30,8380188.48788371
"1514",1514,1,13,75,18,5611434.56651606
"1515",1515,1,18,118,27,8402776.01349038
"1516",1516,2,7,44,11,836939.167408346
"1517",1517,1,16,134,31,11241144.4602963
"1518",1518,1,12,52,12,2485671.12900324
"1519",1519,2,26,123,29,9714406.27987527
"1520",1520,1,18,18,5,262674.521073557
"1521",1521,2,19,11,3,25.1473801887384
"1522",1522,2,3,127,29,9100687.05762566
"1523",1523,2,20,13,3,47.6548526457293
"1524",1524,1,18,16,4,227566.272413259
"1525",1525,2,22,11,3,113.826646772393
"1526",1526,1,26,45,11,2214079.89097399
"1527",1527,1,19,16,4,139496.293773629
"1528",1528,1,9,123,29,9173903.50534795
"1529",1529,1,8,86,20,6123458.95838122
"1530",1530,2,2,69,16,2721950.60050531
"1531",1531,1,15,130,30,9373350.97724966
"1532",1532,2,22,23,6,29489.8406663726
"1533",1533,2,23,42,10,545471.712624715
"1534",1534,1,22,44,11,1669288.90051696
"1535",1535,1,8,83,19,4542486.50540098
"1536",1536,1,3,98,23,7242274.90954757
"1537",1537,2,29,150,35,10409275.6229986
"1538",1538,1,3,28,7,852824.263911035
"1539",1539,2,7,125,29,10331211.2687839
"1540",1540,2,30,135,31,9487583.80856465
"1541",1541,2,23,93,22,6224796.83910599
"1542",1542,2,9,113,26,8177560.38931024
"1543",1543,2,8,11,3,7.87306779956003
"1544",1544,1,23,60,14,3074149.38874104
"1545",1545,1,3,86,20,4285751.09043992
"1546",1546,2,1,82,19,5981765.49128648
"1547",1547,2,6,108,25,7778501.36273031
"1548",1548,1,15,22,6,346652.490172707
"1549",1549,2,11,41,10,1292119.6748638
"1550",1550,1,7,89,21,5914964.83161229
"1551",1551,2,24,8,2,5.74499053013582
"1552",1552,1,13,57,14,3549176.8906543
"1553",1553,1,5,67,16,3924537.41458933
"1554",1554,1,4,145,34,11061189.0413072
"1555",1555,1,26,107,25,7870186.12268243
"1556",1556,1,20,141,33,11772533.9480004
"1557",1557,2,7,117,27,8286687.0248671
"1558",1558,1,21,139,32,11009151.4539272
"1559",1559,2,13,124,29,8508209.78294382
"1560",1560,1,23,25,6,680743.996270545
"1561",1561,2,28,27,7,171063.530046727
"1562",1562,2,27,128,30,9823520.3373643
"1563",1563,2,25,97,23,7236578.20889514
"1564",1564,1,23,58,14,3505118.28451782
"1565",1565,1,25,8,2,3354.57509861064
"1566",1566,2,8,87,20,5978952.46314202
"1567",1567,1,27,54,13,2918112.61648767
"1568",1568,2,24,10,3,8.65666363064176
"1569",1569,2,29,92,21,6142627.40180598
"1570",1570,1,1,146,34,9893174.79272435
"1571",1571,2,4,79,19,5488319.81025934
"1572",1572,2,4,116,27,8521681.40996811
"1573",1573,2,12,111,26,8523543.18517491
"1574",1574,1,20,66,16,3875345.7778407
"1575",1575,2,28,146,34,12286579.0932971
"1576",1576,2,28,7,2,0.473846073916916
"1577",1577,2,30,150,35,10665914.9201056
"1578",1578,2,21,143,33,10404209.2997762
"1579",1579,2,23,40,10,973013.107466534
"1580",1580,2,21,84,20,3481439.151852
"1581",1581,1,25,145,34,11618896.5803792
"1582",1582,2,13,106,25,7284289.44081709
"1583",1583,2,1,98,23,5754311.29613413
"1584",1584,1,13,45,11,1905422.54897951
"1585",1585,2,5,14,4,149.997788883576
"1586",1586,1,7,36,9,1402733.72744935
"1587",1587,1,2,89,21,6612154.48249453
"1588",1588,2,15,43,10,788711.500479295
"1589",1589,1,3,85,20,4747161.29582774
"1590",1590,1,13,118,27,9115712.43008643
"1591",1591,2,2,146,34,11068466.0812421
"1592",1592,1,18,61,14,3884753.29671146
"1593",1593,1,25,35,8,885248.141619486
"1594",1594,2,27,44,11,755013.25657178
"1595",1595,1,19,95,22,6695716.60015019
"1596",1596,1,1,128,30,8520231.61640562
"1597",1597,2,19,54,13,2442223.4241402
"1598",1598,2,23,58,14,3114791.92999693
"1599",1599,1,28,98,23,6646749.65624281
"1600",1600,1,5,92,21,6185607.67039636
"1601",1601,1,15,86,20,5771173.35573971
"1602",1602,1,12,123,29,8518245.43028434
"1603",1603,1,5,147,34,10519251.9954846
"1604",1604,1,19,120,28,9746845.7750945
"1605",1605,1,15,114,27,8799374.41906986
"1606",1606,2,5,70,16,3281819.77261655
"1607",1607,2,4,3,1,4.91451587596642e-24
"1608",1608,1,2,48,11,2431677.94944578
"1609",1609,1,27,66,16,4291393.1091323
"1610",1610,1,21,68,16,3008827.93729975
"1611",1611,1,6,138,32,10229745.0401988
"1612",1612,2,7,5,2,1.07592670457582e-09
"1613",1613,1,6,37,9,1342902.7925351
"1614",1614,1,2,68,16,4059708.9936707
"1615",1615,2,12,118,27,8835341.80705567
"1616",1616,1,28,78,18,5565734.27122628
"1617",1617,2,28,80,19,5405187.8872015
"1618",1618,2,28,130,30,9574346.32401192
"1619",1619,1,30,121,28,9049522.24474941
"1620",1620,2,24,141,33,10867721.0816462
"1621",1621,2,22,34,8,622747.648875685
"1622",1622,1,1,34,8,1226451.01604449
"1623",1623,1,8,14,4,187290.035713166
"1624",1624,1,18,96,22,6006630.343532
"1625",1625,1,26,109,25,7370302.00614393
"1626",1626,1,6,24,6,538372.206600587
"1627",1627,1,18,50,12,2641528.03718819
"1628",1628,1,27,71,17,4284525.87505469
"1629",1629,1,16,79,19,4238785.80814655
"1630",1630,1,1,141,33,11448041.6762602
"1631",1631,2,14,47,11,1153466.28143234
"1632",1632,1,20,90,21,6621175.66981019
"1633",1633,2,12,7,2,0.229057338797614
"1634",1634,1,3,133,31,10025196.6180435
"1635",1635,1,22,117,27,9264340.73844431
"1636",1636,2,10,28,7,175860.9257056
"1637",1637,2,16,114,27,7829105.99271316
"1638",1638,1,12,25,6,589668.167793884
"1639",1639,1,6,29,7,902158.88079026
"1640",1640,1,1,77,18,5207102.93006882
"1641",1641,1,3,3,1,0.611308724442067
"1642",1642,2,2,121,28,9402308.96845736
"1643",1643,2,21,18,5,9405.37776520951
"1644",1644,2,27,72,17,4705329.13943547
"1645",1645,1,14,26,6,646616.659410166
"1646",1646,2,26,58,14,3643916.70278307
"1647",1647,1,27,107,25,7052053.62513407
"1648",1648,2,14,141,33,11712091.4826788
"1649",1649,1,26,73,17,4240240.56060415
"1650",1650,1,15,94,22,6251869.9143656
"1651",1651,2,29,117,27,7880360.67031576
"1652",1652,1,20,67,16,4250128.58440009
"1653",1653,2,11,2,1,0
"1654",1654,1,10,94,22,6491785.86447506
"1655",1655,1,30,127,29,9875009.66403402
"1656",1656,1,16,34,8,1103754.28292887
"1657",1657,1,2,26,6,630694.917679139
"1658",1658,1,5,28,7,760022.661369318
"1659",1659,1,27,113,26,7690534.56818321
"1660",1660,2,10,78,18,5064956.05637491
"1661",1661,2,5,37,9,766045.545259263
"1662",1662,1,9,91,21,5923516.63246658
"1663",1663,1,4,51,12,2932920.1964934
"1664",1664,1,19,124,29,9337142.17709812
"1665",1665,1,28,32,8,996148.59774179
"1666",1666,1,18,9,3,8135.92752664077
"1667",1667,1,18,63,15,4039072.03401268
"1668",1668,1,27,61,14,3398755.7705848
"1669",1669,2,4,119,28,7973068.52695804
"1670",1670,1,8,21,5,332802.621889406
"1671",1671,2,25,57,14,2773615.38617382
"1672",1672,2,18,57,14,3871463.79596429
"1673",1673,2,28,102,24,6184811.25433732
"1674",1674,1,26,36,9,1365853.49498436
"1675",1675,1,15,96,22,7305275.17866217
"1676",1676,2,7,96,22,6033855.57547409
"1677",1677,2,3,2,1,0
"1678",1678,1,10,127,29,9005583.26621171
"1679",1679,1,19,107,25,7265285.06650605
"1680",1680,1,17,135,31,10420987.3956685
"1681",1681,2,22,69,16,4510592.75136677
"1682",1682,1,16,132,31,10710712.0554685
"1683",1683,1,2,61,14,3844674.39025097
"1684",1684,2,20,136,32,10431503.3809646
"1685",1685,1,21,64,15,3194419.27551681
"1686",1686,1,11,116,27,7925518.3037045
"1687",1687,1,3,49,12,2401213.56395319
"1688",1688,1,30,58,14,3415828.33063871
"1689",1689,1,11,94,22,6270090.16084839
"1690",1690,1,30,30,7,911820.352841111
"1691",1691,1,14,9,3,11892.9205461632
"1692",1692,2,29,26,6,233330.038578577
"1693",1693,2,7,135,31,10295290.4615143
"1694",1694,2,1,134,31,8950831.32780799
"1695",1695,2,5,30,7,572240.832136083
"1696",1696,1,5,36,9,1158949.63030497
"1697",1697,2,12,120,28,7550147.46013768
"1698",1698,2,10,81,19,5084610.13426931
"1699",1699,2,3,63,15,3481162.55748937
"1700",1700,1,27,78,18,5911733.94981236
"1701",1701,2,14,71,17,4475188.81148778
"1702",1702,2,14,19,5,15559.5798046285
"1703",1703,1,29,75,18,5246280.03636938
"1704",1704,2,2,29,7,568962.014836429
"1705",1705,1,19,51,12,2830719.03795772
"1706",1706,1,6,73,17,3648074.09130518
"1707",1707,1,19,56,13,3261371.69222218
"1708",1708,1,12,48,11,1882359.46862634
"1709",1709,2,29,49,12,2059298.51892092
"1710",1710,2,27,130,30,9639979.54116992
"1711",1711,1,28,48,11,2317594.4871907
"1712",1712,2,24,60,14,3515906.72744482
"1713",1713,2,3,146,34,11315106.2071537
"1714",1714,2,8,29,7,113104.237724888
"1715",1715,2,12,47,11,620560.816840764
"1716",1716,2,20,67,16,4752636.01943666
"1717",1717,2,27,20,5,972.705549981453
"1718",1718,2,22,58,14,1861658.12074154
"1719",1719,1,7,114,27,8149991.48374597
"1720",1720,1,28,148,34,10935207.4411382
"1721",1721,1,25,49,12,2309599.69365906
"1722",1722,1,25,87,20,6194970.98020672
"1723",1723,1,16,123,29,8315806.52288459
"1724",1724,1,7,134,31,9954061.49999723
"1725",1725,2,21,81,19,5220997.36659084
"1726",1726,2,9,98,23,6715722.64886398
"1727",1727,1,8,38,9,1107810.78041276
"1728",1728,1,12,88,21,5105696.51329748
"1729",1729,1,12,140,32,9609263.93625229
"1730",1730,1,27,127,29,10152263.1209414
"1731",1731,2,28,61,14,3854605.38640213
"1732",1732,1,10,50,12,2880436.88345637
"1733",1733,2,11,21,5,70402.3791887038
"1734",1734,2,20,111,26,7084710.12658285
"1735",1735,2,9,122,28,9149683.96791992
"1736",1736,2,2,103,24,6587071.29723797
"1737",1737,2,12,114,27,8403341.8353965
"1738",1738,1,16,41,10,1941006.21234614
"1739",1739,1,29,120,28,8096865.56664971
"1740",1740,2,24,134,31,9048787.99720169
"1741",1741,1,2,32,8,1020801.56768477
"1742",1742,1,26,78,18,5405000.48125053
"1743",1743,1,3,143,33,9428580.90756243
"1744",1744,1,13,121,28,9260964.32093645
"1745",1745,2,9,21,5,36841.9984246476
"1746",1746,2,23,51,12,929609.127712009
"1747",1747,1,24,84,20,5752059.42688842
"1748",1748,1,26,8,2,3255.23868755673
"1749",1749,1,29,30,7,902959.191849724
"1750",1750,2,15,53,13,3279006.20619552
"1751",1751,2,17,58,14,2933141.68104465
"1752",1752,2,22,39,9,916975.671946847
"1753",1753,1,13,146,34,11684756.6098631
"1754",1754,2,13,61,14,3910065.89266843
"1755",1755,2,17,85,20,5869407.74875436
"1756",1756,1,12,62,15,3711226.09140457
"1757",1757,1,21,146,34,10915842.5488748
"1758",1758,2,22,144,33,9472205.21756282
"1759",1759,2,14,33,8,354452.746006429
"1760",1760,1,20,115,27,8156722.0941457
"1761",1761,2,9,27,7,210551.740747161
"1762",1762,1,18,66,16,3236355.35927882
"1763",1763,1,5,110,26,7777618.10068447
"1764",1764,1,9,101,24,7298538.14115075
"1765",1765,2,7,143,33,10785388.9628532
"1766",1766,2,30,91,21,6006075.93642743
"1767",1767,2,29,4,1,8.20739014214708e-22
"1768",1768,2,8,93,22,6103047.95628329
"1769",1769,2,20,28,7,525193.939297465
"1770",1770,1,1,81,19,4884182.29018509
"1771",1771,1,25,74,17,4457286.4437282
"1772",1772,1,12,131,30,10267438.6278247
"1773",1773,2,8,141,33,10317115.5846086
"1774",1774,2,22,90,21,6770421.7963158
"1775",1775,1,12,100,23,7089440.14689376
"1776",1776,1,13,53,13,2964568.90413987
"1777",1777,1,24,105,24,7867303.4747118
"1778",1778,2,28,55,13,3444119.87037306
"1779",1779,1,9,144,33,11011906.2430312
"1780",1780,2,20,87,20,4916824.20154869
"1781",1781,1,16,44,11,1849652.56053169
"1782",1782,1,27,67,16,4328280.87233657
"1783",1783,1,7,19,5,298877.921713484
"1784",1784,1,13,140,32,10978888.9176616
"1785",1785,1,9,85,20,6138235.08250826
"1786",1786,2,21,148,34,11835937.1728826
"1787",1787,2,11,150,35,11286174.4996427
"1788",1788,2,8,18,5,933.746399476432
"1789",1789,1,24,59,14,3778526.76319965
"1790",1790,1,20,82,19,5871636.18746909
"1791",1791,1,24,15,4,172531.516231811
"1792",1792,1,27,143,33,10880821.4798192
"1793",1793,1,15,71,17,4431032.63282402
"1794",1794,1,19,126,29,8231319.05238538
"1795",1795,1,28,146,34,9871756.73204569
"1796",1796,2,26,118,27,7905108.43000518
"1797",1797,1,5,31,8,980410.309051268
"1798",1798,2,6,92,21,6433276.09514363
"1799",1799,2,3,118,27,8367390.49024053
"1800",1800,2,6,134,31,9779287.03271992
"1801",1801,1,25,25,6,592166.097541624
"1802",1802,1,6,14,4,137597.815825904
"1803",1803,1,4,66,16,3517972.76438201
"1804",1804,1,13,93,22,7061936.8737693
"1805",1805,1,11,99,23,7155493.42824189
"1806",1806,1,20,5,2,73.3969638257595
"1807",1807,1,1,80,19,5571623.34837366
"1808",1808,2,23,103,24,7367385.83611574
"1809",1809,2,1,69,16,3816470.71157827
"1810",1810,1,27,63,15,2932193.37848197
"1811",1811,2,30,73,17,4926745.38496592
"1812",1812,2,16,110,26,8055815.64927685
"1813",1813,1,15,97,23,6083380.47309447
"1814",1814,1,3,4,1,3.359465799157
"1815",1815,1,8,135,31,10134947.5892661
"1816",1816,2,24,120,28,8391537.965176
"1817",1817,2,3,114,27,8199269.55235566
"1818",1818,2,12,85,20,6548838.06037279
"1819",1819,1,10,142,33,11549159.193173
"1820",1820,1,18,17,4,205571.63456097
"1821",1821,2,3,120,28,8653135.23211636
"1822",1822,2,11,56,13,3527281.96033962
"1823",1823,1,10,145,34,9151925.53290463
"1824",1824,1,4,62,15,3694225.45642182
"1825",1825,1,17,39,9,1921171.87683975
"1826",1826,2,19,4,1,4.95732892948247e-12
"1827",1827,1,18,75,18,4917486.99768372
"1828",1828,1,11,58,14,2971064.77527387
"1829",1829,1,22,108,25,7191296.76783336
"1830",1830,1,24,87,20,5499937.48869268
"1831",1831,1,15,36,9,1486179.23431232
"1832",1832,1,28,116,27,7450879.58001604
"1833",1833,1,19,81,19,4826284.19296333
"1834",1834,1,14,33,8,1219359.27613929
"1835",1835,1,5,33,8,1123129.76537948
"1836",1836,2,30,8,2,4.77411690596399
"1837",1837,1,2,136,32,9682795.72460171
"1838",1838,2,29,68,16,3857207.2343775
"1839",1839,1,27,99,23,5882195.84562817
"1840",1840,2,12,22,6,3582.08933839835
"1841",1841,1,26,75,18,4630897.2714494
"1842",1842,2,29,78,18,3860945.92140097
"1843",1843,2,15,13,3,173.671556386245
"1844",1844,2,16,128,30,9835175.14408688
"1845",1845,1,9,8,2,7781.02810742035
"1846",1846,1,14,74,17,4875143.99732274
"1847",1847,1,14,144,33,10454285.7230308
"1848",1848,2,8,76,18,5348338.24946436
"1849",1849,2,1,9,3,3.11064204663375
"1850",1850,2,16,139,32,11085557.5274542
"1851",1851,2,3,144,33,9208120.93053072
"1852",1852,1,26,125,29,8483052.48908522
"1853",1853,1,3,70,16,4500696.58023772
"1854",1854,1,30,71,17,4078298.43489172
"1855",1855,1,18,38,9,1485007.98599371
"1856",1856,1,1,127,29,9986171.61041959
"1857",1857,2,12,34,8,637925.897679653
"1858",1858,1,24,42,10,1354827.1925167
"1859",1859,1,1,31,8,888493.502355252
"1860",1860,2,11,33,8,495380.82371971
"1861",1861,1,9,115,27,8166884.69611917
"1862",1862,1,23,114,27,8828870.5313175
"1863",1863,1,26,68,16,3821607.29618861
"1864",1864,1,12,107,25,7438425.04626575
"1865",1865,1,10,48,11,2520750.70798819
"1866",1866,2,22,65,15,3637699.78967522
"1867",1867,1,19,112,26,8456515.98414229
"1868",1868,1,15,118,27,7412437.62645769
"1869",1869,2,17,95,22,6252130.62038368
"1870",1870,1,18,114,27,8261875.96918987
"1871",1871,2,6,30,7,148586.589430573
"1872",1872,1,11,124,29,9038177.12163522
"1873",1873,1,22,10,3,27835.6316782037
"1874",1874,2,10,100,23,7159864.77847955
"1875",1875,2,19,78,18,4493494.83519676
"1876",1876,1,13,96,22,6739617.62614596
"1877",1877,2,20,56,13,3080404.07911842
"1878",1878,1,6,145,34,12394622.535225
"1879",1879,1,27,44,11,1982465.1259457
"1880",1880,1,24,45,11,1824643.16602055
"1881",1881,2,7,97,23,6367590.87498483
"1882",1882,2,22,78,18,4134827.02506784
"1883",1883,1,19,111,26,8093899.0382763
"1884",1884,2,15,42,10,447548.511930158
"1885",1885,1,3,94,22,6390664.89360383
"1886",1886,1,26,44,11,1835240.19319896
"1887",1887,1,10,77,18,5438359.81518424
"1888",1888,2,23,73,17,4756421.00664245
"1889",1889,1,13,111,26,8463799.19954572
"1890",1890,2,19,69,16,4462982.00508691
"1891",1891,1,30,15,4,101351.338885446
"1892",1892,1,13,116,27,8294811.2896837
"1893",1893,1,25,124,29,9119554.86105839
"1894",1894,1,11,73,17,3052380.54583897
"1895",1895,1,2,36,9,1422167.09127491
"1896",1896,2,13,47,11,1100641.45892584
"1897",1897,2,18,123,29,9367876.66290016
"1898",1898,1,10,95,22,6355485.56259059
"1899",1899,2,18,53,13,3239941.67270807
"1900",1900,2,4,27,7,140190.43613338
"1901",1901,2,9,58,14,3242610.11382125
"1902",1902,1,5,34,8,1036561.50916997
"1903",1903,1,24,111,26,7040774.82523111
"1904",1904,2,25,22,6,132246.01062147
"1905",1905,1,27,81,19,5647954.15941348
"1906",1906,2,9,94,22,6190028.1900582
"1907",1907,2,7,138,32,11468702.4479882
"1908",1908,1,4,31,8,1083029.48488971
"1909",1909,2,20,68,16,4860945.17043758
"1910",1910,2,24,6,2,0.00119738206640948
"1911",1911,1,7,80,19,5367337.97831795
"1912",1912,2,29,32,8,387792.799857668
"1913",1913,1,3,74,17,5028631.03815136
"1914",1914,1,21,34,8,1154888.84729102
"1915",1915,1,26,92,21,7211162.80096014
"1916",1916,2,29,31,8,277673.642429954
"1917",1917,1,16,135,31,9867109.27394291
